	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.000315115242411	-119.582320334
51.0	0.00034704188591	-121.115731729
52.0	0.000383079784527	-122.826666275
53.0	0.000423888563247	-124.747221804
54.0	0.000470233905055	-126.916524564
55.0	0.0005229881837	-129.382299577
56.0	0.00058311214841	-132.202580754
57.0	0.000651598492476	-135.447292472
58.0	0.000729344474331	-139.199077495
59.0	0.000816902624786	-143.552091901
60.0	0.000914044126732	-148.606443542
61.0	0.00101908724277	-154.454682892
62.0	0.0011280578216	-161.156289830
63.0	0.001234039551	-168.699135485
64.0	0.00132747553051	-176.957071796
65.0	0.00139820849195	174.331748641
66.0	0.00143896564531	165.533964600
67.0	0.00144825190127	157.038807766
68.0	0.00143047087646	149.160389808
69.0	0.0013933959211	142.082695200
70.0	0.00134511200277	135.862030880
71.0	0.00129212924211	130.464297387
72.0	0.00123887551687	125.807193979
73.0	0.00118798145329	121.791588762
74.0	0.00114079860827	118.319730930
75.0	0.00109786831289	115.303713703
76.0	0.00105926127042	112.668188019
77.0	0.00102479727557	110.350197247
78.0	0.000994177741681	108.297811875
79.0	0.000967061530754	106.468425366
80.0	0.000943106080444	104.827104812
81.0	0.000921988171619	103.345146172
82.0	0.000903413115862	101.998869088
83.0	0.000887117572831	100.768636877
84.0	0.000872869039599	99.6380699793
85.0	0.000860463713275	98.5934182783
86.0	0.00084972369727	97.6230609710
87.0	0.000840494047707	96.7171075006
88.0	0.000832639948128	95.8670777709
89.0	0.000826044100533	95.0656448617
90.0	0.000820604404094	94.3064265155
91.0	0.000816231899277	93.5838149787
92.0	0.000812848977802	92.8928369574
93.0	0.000810387808137	92.2290372269
94.0	0.000808788955057	91.5883808598
95.0	0.000808000151717	90.9671701214
96.0	0.000807975196862	90.3619729281
97.0	0.000808672927274	89.7695605039
98.0	0.000810056245128	89.1868523972
99.0	0.000812091156636	88.6108676298
100.0	0.000814745772977	88.0386068731
