	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00016722987149	82.5587508115
51.0	0.000172688213018	82.1253739443
52.0	0.000178357449329	81.6375834526
53.0	0.000184247701632	81.0838627368
54.0	0.000190363740963	80.4499061221
55.0	0.000196700203537	79.7180439924
56.0	0.000203233741	78.8667353422
57.0	0.000209910502211	77.8703874756
58.0	0.00021662696721	76.7000509324
59.0	0.000223202581991	75.3260444058
60.0	0.000229345550153	73.7243152413
61.0	0.000234621830119	71.8890797187
62.0	0.000238455479602	69.8539047280
63.0	0.000240211890929	67.7192921731
64.0	0.000239414507894	65.6740893839
65.0	0.000236063178983	63.9842034938
66.0	0.000230859369509	62.9243706329
67.0	0.00022508582115	62.6684865921
68.0	0.0002201347225	63.2071253460
69.0	0.000217011395052	64.3569453510
70.0	0.000216131143242	65.8517343676
71.0	0.000217424715615	67.4438507730
72.0	0.000220565813746	68.9598186360
73.0	0.000225161954964	70.3057260352
74.0	0.000230859367801	71.4468845397
75.0	0.000237379811434	72.3837619796
76.0	0.000244521054022	73.1338376399
77.0	0.000252143658474	73.7205859074
78.0	0.000260155545874	74.1677379703
79.0	0.000268498731843	74.4967379636
80.0	0.000277139220505	74.7259038878
81.0	0.000286059757298	74.8704047209
82.0	0.00029525479207	74.9425756867
83.0	0.000304727052726	74.9523355377
84.0	0.000314485239727	74.9075977944
85.0	0.000324542491689	74.8146337588
86.0	0.000334915379679	74.6783760575
87.0	0.000345623261763	74.5026649840
88.0	0.000356687883914	74.2904445515
89.0	0.000368133149283	74.0439168542
90.0	0.00037998500729	73.7646623814
91.0	0.000392271424313	73.4537330078
92.0	0.000405022413503	73.1117229547
93.0	0.000418270101943	72.7388220212
94.0	0.000432048826466	72.3348546355
95.0	0.000446395245436	71.8993071498
96.0	0.000461348450436	71.4313453205
97.0	0.000476950077059	70.9298239117
98.0	0.000493244390222	70.3932892742
99.0	0.000510278335144	69.8199762180
100.0	0.000528101525323	69.2077415215
