	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00241282926569	66.3354103471
51.0	0.00261153054964	64.7360981769
52.0	0.00283396039208	62.9554592353
53.0	0.00308379810468	60.9614438106
54.0	0.00336526387789	58.7149604794
55.0	0.00368308681816	56.1683061427
56.0	0.00404234664074	53.2634563865
57.0	0.00444807189161	49.9304840553
58.0	0.00490439941425	46.0867316503
59.0	0.00541300126718	41.6380165989
60.0	0.00597042225251	36.4841929921
61.0	0.00656412142631	30.5326610485
62.0	0.00716775512244	23.7238801224
63.0	0.00773799542566	16.0699071140
64.0	0.00821743579744	7.69680694015
65.0	0.00854784615798	-1.13397153270
66.0	0.00869113374965	-10.0552871399
67.0	0.0086452855869	-18.6783294246
68.0	0.00844292953547	-26.6891155440
69.0	0.00813465172608	-33.9038016601
70.0	0.00777045146717	-40.2662334394
71.0	0.007389107035	-45.8106754818
72.0	0.00701598186213	-50.6196061358
73.0	0.00666536018312	-54.7923484182
74.0	0.00634390045713	-58.4268574473
75.0	0.00605359257404	-61.6112585950
76.0	0.00579382947603	-64.4211341438
77.0	0.00556270992655	-66.9196891039
78.0	0.00535780135788	-69.1591173464
79.0	0.00517656053979	-71.1823062415
80.0	0.00501655020832	-73.0244870562
81.0	0.00487553891175	-74.7146801924
82.0	0.00475153678392	-76.2769015051
83.0	0.00464279754481	-77.7311429737
84.0	0.00454780410554	-79.0941604661
85.0	0.00446524717152	-80.3801021114
86.0	0.00439400209558	-81.6010096468
87.0	0.00433310639214	-82.7672184892
88.0	0.00428173917948	-83.8876784824
89.0	0.00423920308048	-84.9702123687
90.0	0.00420490842816	-86.0217253052
91.0	0.00417835982656	-87.0483761146
92.0	0.0041591447276	-88.0557183605
93.0	0.00414692378597	-89.0488178061
94.0	0.00414142281805	-90.0323512253
95.0	0.00414242599936	-91.0106905776
96.0	0.00414977022341	-91.9879757130
97.0	0.00416334035485	-92.9681780814
98.0	0.00418306520796	-93.9551574561
99.0	0.00420891414635	-94.9527131538
100.0	0.00424089404116	-95.9645499544
