Frequency	Amplitude	Phase Angle [deg]
51.0	2.1839988151e-07	172.247333054
52.0	2.41682170907e-07	172.159401408
53.0	2.6767555745e-07	172.035247588
54.0	2.96862260748e-07	171.871707299
55.0	3.29846504287e-07	171.664255614
56.0	3.67395548522e-07	171.406653666
57.0	4.10498380755e-07	171.090416709
58.0	4.60451580125e-07	170.704013434
59.0	5.18988078931e-07	170.231642408
60.0	5.88475876714e-07	169.651319569
61.0	6.72234803113e-07	168.931795296
62.0	7.75060677954e-07	168.027393233
63.0	9.04130904706e-07	166.868966726
64.0	1.07064894831e-06	165.347155955
65.0	1.29300578026e-06	163.279265976
66.0	1.60324861045e-06	160.338265172
67.0	2.06108745434e-06	155.885340453
68.0	2.7840487654e-06	148.532260808
69.0	3.98498723423e-06	134.945060642
70.0	5.6426816604e-06	108.063557136
71.0	5.83604728153e-06	69.0890736192
72.0	4.35907339331e-06	41.5945407234
73.0	3.20011716284e-06	27.6736613481
74.0	2.48898777479e-06	20.171083511
75.0	2.0352898464e-06	15.6438207043
76.0	1.72647320246e-06	12.6613499994
77.0	1.50428541959e-06	10.5681410767
78.0	1.33721083055e-06	9.02986568247
79.0	1.20708336635e-06	7.86036858415
80.0	1.10280346057e-06	6.94857221067
81.0	1.01724278972e-06	6.22449036172
82.0	9.4562668769e-07	5.64209960345
83.0	8.84640609049e-07	5.17011400905
84.0	8.31911766853e-07	4.78673824636
85.0	7.85695272511e-07	4.47654836470
86.0	7.44676881665e-07	4.22857179205
87.0	7.07844888062e-07	4.03507668168
88.0	6.74404481994e-07	3.89080041056
89.0	6.43718947651e-07	3.79246470849
90.0	6.15268321964e-07	3.73848947785
91.0	5.88619645778e-07	3.72885699753
92.0	5.63405069769e-07	3.76510341523
93.0	5.39305385322e-07	3.85043376770
94.0	5.16037339694e-07	3.98997476925
95.0	4.93343624126e-07	4.19120038903
96.0	4.70984796972e-07	4.46459362551
97.0	4.48732643163e-07	4.82465158031
98.0	4.26364682247e-07	5.29141372432
99.0	4.03659806319e-07	5.89281730967
100.0	3.80395328557e-07	6.66840358498
