Frequency	Amplitude	Phase Angle [deg]
51.0	1.15840992822e-07	-170.859782560
52.0	9.86794504547e-08	-167.390707916
53.0	7.98184203548e-08	-161.524278221
54.0	6.00390174337e-08	-150.225661177
55.0	4.32241406869e-08	-125.231258433
56.0	4.25606452422e-08	-81.1090589231
57.0	6.65205914656e-08	-49.2903842220
58.0	1.06026708088e-07	-35.1025319027
59.0	1.57079094958e-07	-28.2965291176
60.0	2.2046594287e-07	-24.6775810341
61.0	2.99108086951e-07	-22.7125368834
62.0	3.97837399859e-07	-21.7752787250
63.0	5.24157203435e-07	-21.6056716552
64.0	6.89949016371e-07	-22.1344323201
65.0	9.14885740025e-07	-23.4395185159
66.0	1.23353137495e-06	-25.7827324976
67.0	1.71099680209e-06	-29.7602690229
68.0	2.47791255439e-06	-36.7314170696
69.0	3.78299750425e-06	-50.0098592036
70.0	5.68888187177e-06	-76.6411929207
71.0	6.22641668901e-06	-115.413384654
72.0	4.90675675706e-06	-142.745507045
73.0	3.79109326567e-06	-156.537810267
74.0	3.09683564559e-06	-163.941034918
75.0	2.65504946748e-06	-168.394637820
76.0	2.35801613922e-06	-171.326445925
77.0	2.14865678786e-06	-173.389951794
78.0	1.99573617982e-06	-174.917979019
79.0	1.88114016981e-06	-176.095622379
80.0	1.79377152349e-06	-177.033280983
81.0	1.72650563627e-06	-177.800602989
82.0	1.67458706307e-06	-178.443589111
83.0	1.63473910016e-06	-178.993806858
84.0	1.60464549164e-06	-179.473639194
85.0	1.58263610638e-06	-179.899418161
86.0	1.5674894918e-06	179.716931627
87.0	1.55830507799e-06	179.365423230
88.0	1.55441839458e-06	179.038999801
89.0	1.55534370192e-06	178.731750122
90.0	1.56073468759e-06	178.438814323
91.0	1.57035735688e-06	178.156097090
92.0	1.58407150216e-06	177.880055490
93.0	1.60181838214e-06	177.607537105
94.0	1.62361312095e-06	177.335652133
95.0	1.64954088988e-06	177.061667916
96.0	1.67975635869e-06	176.782917540
97.0	1.71448614241e-06	176.496715893
98.0	1.75403430973e-06	176.200277603
99.0	1.79879119968e-06	175.890631857
100.0	1.84924605312e-06	175.564380241
