Frequency	Amplitude	Phase Angle [deg]
51.0	2.16019659442e-06	177.834320097
52.0	2.21465988712e-06	177.681127405
53.0	2.27497545287e-06	177.508522974
54.0	2.34215654564e-06	177.312601179
55.0	2.41747050658e-06	177.088394193
56.0	2.50252356749e-06	176.829497932
57.0	2.59938191132e-06	176.527531946
58.0	2.71074821009e-06	176.171341649
59.0	2.84022555624e-06	175.745789796
60.0	2.99272316459e-06	175.229871514
61.0	3.17510006117e-06	174.593673714
62.0	3.39722410927e-06	173.793274704
63.0	3.67378826666e-06	172.761784623
64.0	4.02757711749e-06	171.392718231
65.0	4.49566265574e-06	169.507030557
66.0	5.14182689502e-06	166.782333409
67.0	6.08252440922e-06	162.585753481
68.0	7.53829358732e-06	155.536724267
69.0	9.86554541722e-06	142.311285677
70.0	1.27194160591e-05	115.862506564
71.0	1.19181931879e-05	77.4095712532
72.0	8.01606441322e-06	50.5499926122
73.0	5.26009479831e-06	37.4121586590
74.0	3.62364115928e-06	30.8911314580
75.0	2.59467587029e-06	27.6198585402
76.0	1.89951889337e-06	26.2872355067
77.0	1.40173562888e-06	26.4357259633
78.0	1.02939789783e-06	28.0813451992
79.0	7.42527424039e-07	31.7090874643
80.0	5.19110849635e-07	38.6144291736
81.0	3.50756102442e-07	51.8592111743
82.0	2.4647732059e-07	76.9843790207
83.0	2.29184637149e-07	111.569983100
84.0	2.82954352276e-07	137.143632683
85.0	3.63282147434e-07	150.930714360
86.0	4.48382033883e-07	158.519866511
87.0	5.31680596391e-07	163.081703839
88.0	6.11537773507e-07	166.037258566
89.0	6.87854119288e-07	168.061222067
90.0	7.61029490561e-07	169.503588842
91.0	8.31616732766e-07	170.560678544
92.0	9.00200183578e-07	171.349827550
93.0	9.67354577896e-07	171.944803756
94.0	1.03363495686e-06	172.393869934
95.0	1.09957921033e-06	172.729583765
96.0	1.16571604884e-06	172.974395064
97.0	1.23257555788e-06	173.143980074
98.0	1.30070139881e-06	173.249294756
99.0	1.37066454966e-06	173.297869031
100.0	1.44307898386e-06	173.294484505
