Frequency	Amplitude	Phase Angle [deg]
51.0	1.48369983033e-08	99.6842384089
52.0	2.13029647492e-08	130.315732063
53.0	3.19180790316e-08	145.387236225
54.0	4.50185810647e-08	153.123315195
55.0	6.02549507378e-08	157.567131521
56.0	7.77426065812e-08	160.327497547
57.0	9.78192165938e-08	162.112081966
58.0	1.21003490934e-07	163.266221236
59.0	1.48024129898e-07	163.969626764
60.0	1.79895299011e-07	164.315718312
61.0	2.18049238765e-07	164.345523739
62.0	2.64561393958e-07	164.060864116
63.0	3.22542485425e-07	163.425077064
64.0	3.96852813558e-07	162.351787229
65.0	4.95478478115e-07	160.675053197
66.0	6.32354223112e-07	158.080387516
67.0	8.33499225003e-07	153.938608520
68.0	1.15033679694e-06	146.869063533
69.0	1.67704773549e-06	133.543900155
70.0	2.41166694565e-06	106.907997691
71.0	2.52635921115e-06	68.1669920340
72.0	1.90640105214e-06	40.8976039784
73.0	1.41052061727e-06	27.1969837813
74.0	1.10309787889e-06	19.9130326516
75.0	9.04897512954e-07	15.6059555224
76.0	7.6828904711e-07	12.8484850173
77.0	6.68479559005e-07	10.9885408297
78.0	5.92010236894e-07	9.69558343319
79.0	5.31101614931e-07	8.78775543415
80.0	4.80986429015e-07	8.15899864930
81.0	4.38591999512e-07	7.74534289867
82.0	4.01850348337e-07	7.50814637961
83.0	3.69316628466e-07	7.42537914381
84.0	3.39947596596e-07	7.48709598789
85.0	3.12967516655e-07	7.69336153982
86.0	2.87784108369e-07	8.05388489388
87.0	2.63934456147e-07	8.58918803613
88.0	2.41049780103e-07	9.33358800543
89.0	2.1883298345e-07	10.3408388725
90.0	1.97046091881e-07	11.6942379073
91.0	1.75507454882e-07	13.5248939813
92.0	1.5410229738e-07	16.0459002729
93.0	1.32817776324e-07	19.6191258750
94.0	1.11832478272e-07	24.8907681379
95.0	9.17406998271e-08	33.0630179647
96.0	7.41103479943e-08	46.3094869222
97.0	6.25793951652e-08	67.3361403898
98.0	6.27825140053e-08	94.2295891083
99.0	7.68935921125e-08	117.368063848
100.0	1.01432166148e-07	132.396555230
