Frequency	Amplitude	Phase Angle [deg]
51.0	2.18826069621e-06	177.850627919
52.0	2.24288878829e-06	177.698677925
53.0	2.30337714122e-06	177.527446828
54.0	2.37073977114e-06	177.333047903
55.0	2.44624492221e-06	177.110535757
56.0	2.53149992189e-06	176.853533079
57.0	2.62857228151e-06	176.553691570
58.0	2.74016630055e-06	176.199895549
59.0	2.86988709371e-06	175.777055173
60.0	3.02264637917e-06	175.264223794
61.0	3.20530631452e-06	174.631560470
62.0	3.427738596e-06	173.835233763
63.0	3.70464068088e-06	172.808467863
64.0	4.05880168139e-06	171.444923263
65.0	4.52729558234e-06	169.565743624
66.0	5.17389425512e-06	166.848788091
67.0	6.11499368106e-06	162.661512901
68.0	7.57087168725e-06	155.623797819
69.0	9.8967459489e-06	142.412298836
70.0	1.27426777471e-05	115.980953988
71.0	1.19215100933e-05	77.5502041526
72.0	8.00367490367e-06	50.7194306934
73.0	5.24052557102e-06	37.6198926563
74.0	3.60061549774e-06	31.1512360651
75.0	2.56976048337e-06	27.9540664130
76.0	1.8735127131e-06	26.7307853147
77.0	1.37517076923e-06	27.0492773594
78.0	1.00278371571e-06	28.9772633479
79.0	7.16593651048e-07	33.1145315441
80.0	4.9531358037e-07	41.0308305243
81.0	3.32693076627e-07	56.3847860145
82.0	2.42401836287e-07	84.6490899887
83.0	2.44505700836e-07	118.754991923
84.0	3.09391024179e-07	141.239006979
85.0	3.94188017414e-07	153.190960493
86.0	4.81362656625e-07	159.889754163
87.0	5.65886931408e-07	163.988887398
88.0	6.46631323069e-07	166.680657110
89.0	7.23687566408e-07	168.542013209
90.0	7.97537672296e-07	169.877756673
91.0	8.68774430039e-07	170.861452456
92.0	9.38003954112e-07	171.598096585
93.0	1.00581427482e-06	172.154335375
94.0	1.07276955791e-06	172.574103656
95.0	1.13941473498e-06	172.887212759
96.0	1.20628457635e-06	173.114305265
97.0	1.27391488683e-06	173.269831053
98.0	1.34285511722e-06	173.363891982
99.0	1.41368242006e-06	173.403410072
100.0	1.48701757919e-06	173.392726254
