Frequency	Amplitude	Phase Angle [deg]
51.0	7.53053998923e-06	-4.79596362399
52.0	8.02983374343e-06	-5.05762486397
53.0	8.59014872986e-06	-5.34509067008
54.0	9.22257041525e-06	-5.66294096733
55.0	9.94100422291e-06	-6.01691421903
56.0	1.07631251122e-05	-6.41429947689
57.0	1.17117359342e-05	-6.86449874241
58.0	1.28167542388e-05	-7.37985225216
59.0	1.41181915933e-05	-7.97688164648
60.0	1.5670750522e-05	-8.67821858783
61.0	1.75511506094e-05	-9.51570111619
62.0	1.98702480706e-05	-10.5355457828
63.0	2.27939657112e-05	-11.8074009759
64.0	2.65812811846e-05	-13.4410975164
65.0	3.16572033005e-05	-15.6197781953
66.0	3.87619295581e-05	-18.6709054350
67.0	4.92732181515e-05	-23.2337119995
68.0	6.58975699992e-05	-30.6968428832
69.0	9.35100238742e-05	-44.3946772270
70.0	0.00013143487652	-71.3878160296
71.0	0.000135110590609	-110.475363898
72.0	0.000100429301917	-138.084833443
73.0	7.34646502813e-05	-152.122985714
74.0	5.70078471966e-05	-159.745663660
75.0	4.65688054528e-05	-164.396378429
76.0	3.95139062843e-05	-167.506218983
77.0	3.44837922394e-05	-169.731331629
78.0	3.07442667066e-05	-171.406720509
79.0	2.78727580146e-05	-172.719288509
80.0	2.56115087933e-05	-173.780946278
81.0	2.37953513784e-05	-174.662615044
82.0	2.23140002945e-05	-175.411375037
83.0	2.10912406844e-05	-176.059714785
84.0	2.00728659805e-05	-176.630807464
85.0	1.92193830564e-05	-177.141666523
86.0	1.85014354003e-05	-177.605110907
87.0	1.78968389522e-05	-178.031032759
88.0	1.73886088827e-05	-178.427241067
89.0	1.69636147342e-05	-178.800039265
90.0	1.66116453948e-05	-179.154631393
91.0	1.63247486187e-05	-179.495415300
92.0	1.6096758613e-05	-179.826200123
93.0	1.59229564896e-05	179.849931530
94.0	1.579982621e-05	179.529275732
95.0	1.57248819638e-05	179.209223246
96.0	1.56965505507e-05	178.886949336
97.0	1.57140984519e-05	178.559631912
98.0	1.57775970761e-05	178.224367930
99.0	1.58879233894e-05	177.878086935
100.0	1.60467955793e-05	177.517306453
