	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.000212649948994	77.8060766265
51.0	0.00022241611695	76.8291105212
52.0	0.000232904674621	75.7167168011
53.0	0.00024419186957	74.4420290351
54.0	0.000256352150604	72.9719242264
55.0	0.000269448466123	71.2656011652
56.0	0.000283514676476	69.2730519741
57.0	0.000298525062377	66.9337026011
58.0	0.000314343742935	64.1758573145
59.0	0.000330645480549	60.9182384059
60.0	0.000346802507499	57.0759589778
61.0	0.000361748187522	52.5745347732
62.0	0.000373870636436	47.3760096224
63.0	0.000381060872749	41.5182284057
64.0	0.000381088668025	35.1581104770
65.0	0.000372362564202	28.5939982083
66.0	0.000354762212184	22.2369813182
67.0	0.00032992636342	16.5277685018
68.0	0.000300685093863	11.8406226315
69.0	0.000270052591465	8.42737456992
70.0	0.000240457954631	6.41698444101
71.0	0.000213492233659	5.84603855716
72.0	0.000190020721239	6.68825762687
73.0	0.000170412102271	8.86588898130
74.0	0.000154734834522	12.2424189917
75.0	0.00014287674968	16.6081040373
76.0	0.000134600423393	21.6770507840
77.0	0.000129566958997	27.1120132850
78.0	0.000127359152598	32.5760910938
79.0	0.000127518466911	37.7892378334
80.0	0.00012959025545	42.5628561298
81.0	0.000133162534122	46.8024302754
82.0	0.000137888418975	50.4875719384
83.0	0.000143491920372	53.6451234840
84.0	0.000149762544426	56.3259994069
85.0	0.000156544771464	58.5893744844
86.0	0.000163726603234	60.4935676435
87.0	0.000171229296205	62.0916134083
88.0	0.000178999007049	63.4296478064
89.0	0.00018700034905	64.5467907344
90.0	0.000195211578487	65.4757234516
91.0	0.000203621066713	66.2435202512
92.0	0.000212224743958	66.8725106555
93.0	0.000221024263504	67.3810719698
94.0	0.000230025690596	67.7843158064
95.0	0.000239238576855	68.0946636236
96.0	0.000248675314644	68.3223201479
97.0	0.00025835069666	68.4756583311
98.0	0.000268281629915	68.5615303183
99.0	0.000278486965952	68.5855174663
100.0	0.000288987420926	68.5520727329
