	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	4.35915490313e-06	62.7258695538
51.0	4.7709743359e-06	61.1049193625
52.0	5.23512142353e-06	59.3049332169
53.0	5.75998529782e-06	57.2938956227
54.0	6.35528781602e-06	55.0327541718
55.0	7.03207936944e-06	52.4738502877
56.0	7.80248640974e-06	49.5592097441
57.0	8.67896327268e-06	46.2189622069
58.0	9.67262655507e-06	42.3705135999
59.0	1.07900209781e-05	37.9197527580
60.0	1.20274883382e-05	32.7666133363
61.0	1.33625572703e-05	26.8185843295
62.0	1.47432679051e-05	20.0162237459
63.0	1.60800900722e-05	12.3716982758
64.0	1.72502260008e-05	4.01119457107
65.0	1.81242464246e-05	-4.80370347172
66.0	1.86109312739e-05	-13.7057051189
67.0	1.86939183113e-05	-22.3058342090
68.0	1.84323915268e-05	-30.2899245392
69.0	1.79279442472e-05	-37.4739289223
70.0	1.72851648593e-05	-43.8014683696
71.0	1.6587653243e-05	-49.3065582818
72.0	1.58918455333e-05	-54.0714010309
73.0	1.52309402466e-05	-58.1950135257
74.0	1.46217078981e-05	-61.7750116284
75.0	1.4070582452e-05	-64.8991436742
76.0	1.35780444149e-05	-67.6425732824
77.0	1.31414404025e-05	-70.0680395269
78.0	1.27566744095e-05	-72.2272176278
79.0	1.24191685038e-05	-74.1624168339
80.0	1.21243789867e-05	-75.9082229171
81.0	1.18680532099e-05	-77.4929351835
82.0	1.16463395283e-05	-78.9397623733
83.0	1.14558176275e-05	-80.2677921995
84.0	1.12934875722e-05	-81.4927656777
85.0	1.11567395908e-05	-82.6276908463
86.0	1.10433164581e-05	-83.6833263790
87.0	1.09512751516e-05	-84.6685622059
88.0	1.0878951094e-05	-85.5907173569
89.0	1.08249265656e-05	-86.4557725893
90.0	1.07880038756e-05	-87.2685502867
91.0	1.07671837908e-05	-88.0328522102
92.0	1.07616490158e-05	-88.7515627755
93.0	1.0770753184e-05	-89.4267242136
94.0	1.07940152442e-05	-90.0595888386
95.0	1.08311199587e-05	-90.6506526835
96.0	1.08819252622e-05	-91.1996751995
97.0	1.0946477581e-05	-91.7056890519
98.0	1.1025036509e-05	-92.1670066997
99.0	1.11181115784e-05	-92.5812305622
100.0	1.12265134012e-05	-92.9451999326
