	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	8.5348866116e-06	-126.921618687
51.0	9.59737050453e-06	-128.144317598
52.0	1.08061274233e-05	-129.564788885
53.0	1.21853796746e-05	-131.213451589
54.0	1.37635119517e-05	-133.127933603
55.0	1.55732787159e-05	-135.354619221
56.0	1.7651422488e-05	-137.950339377
57.0	2.00370509574e-05	-140.983936675
58.0	2.27676306948e-05	-144.537079142
59.0	2.58707753028e-05	-148.703042978
60.0	2.93493861256e-05	-153.581140308
61.0	3.31580986335e-05	-159.263201214
62.0	3.71726635536e-05	-165.808052770
63.0	4.11638698508e-05	-173.202973851
64.0	4.48024111469e-05	178.679024997
65.0	4.77242301704e-05	170.099366573
66.0	4.96506193789e-05	161.426044238
67.0	5.04952808574e-05	153.048386600
68.0	5.03793785216e-05	145.280868124
69.0	4.95517504126e-05	138.307801163
70.0	4.82842600852e-05	132.185787658
71.0	4.68032142337e-05	126.880992846
72.0	4.52675942949e-05	122.311351973
73.0	4.37757866216e-05	118.377941861
74.0	4.23817714486e-05	114.983194709
75.0	4.11106046197e-05	112.039361805
76.0	3.99699816634e-05	109.471227860
77.0	3.89579059325e-05	107.215946570
78.0	3.80674284601e-05	105.221675137
79.0	3.72894373923e-05	103.445870483
80.0	3.66142296835e-05	101.853639447
81.0	3.60323512237e-05	100.416293667
82.0	3.55350111675e-05	99.1101436911
83.0	3.51142545709e-05	97.9155177908
84.0	3.47630017873e-05	96.8159741881
85.0	3.44750188396e-05	95.7976716503
86.0	3.42448543043e-05	94.8488673667
87.0	3.40677633056e-05	93.9595153192
88.0	3.39396292296e-05	93.1209437283
89.0	3.38568890326e-05	92.3255942444
90.0	3.38164644453e-05	91.5668094481
91.0	3.38156996418e-05	90.8386580693
92.0	3.38523053804e-05	90.1357895269
93.0	3.39243089534e-05	89.4533113388
94.0	3.40300083012e-05	88.7866842339
95.0	3.41679296446e-05	88.1316308845
96.0	3.43367872475e-05	87.4840551067
97.0	3.45354432963e-05	86.8399690061
98.0	3.47628662887e-05	86.1954261734
99.0	3.50180865939e-05	85.5464596902
100.0	3.53001457813e-05	84.8889524618
