	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.000166107507414	70.2459307536
51.0	0.00017761846115	68.7829720619
52.0	0.000190365626663	67.1428599550
53.0	0.000204527664779	65.2937186424
54.0	0.00022030496851	63.1966398808
55.0	0.000237915006846	60.8041137844
56.0	0.000257579743252	58.0583198395
57.0	0.000279498563342	54.8895465944
58.0	0.000303796166529	51.2153650496
59.0	0.000330430319926	46.9418349096
60.0	0.000359042789153	41.9690678067
61.0	0.000388748395219	36.2047377312
62.0	0.000417902204984	29.5895961174
63.0	0.000443981845717	22.1360115289
64.0	0.000463832298414	13.9703822378
65.0	0.000474470004656	5.35451421829
66.0	0.000474233252575	-3.34406805755
67.0	0.00046354403163	-11.7361420113
68.0	0.000444661737974	-19.5072809031
69.0	0.000420654447388	-26.4731615704
70.0	0.000394369744973	-32.5771115862
71.0	0.000367905870738	-37.8528337887
72.0	0.000342556923478	-42.3821967460
73.0	0.000318988358791	-46.2638596954
74.0	0.000297452025367	-49.5950539848
75.0	0.000277958763122	-52.4631138274
76.0	0.000260394209982	-54.9427548802
77.0	0.000244588818359	-57.0962305176
78.0	0.000230357081856	-58.9746875170
79.0	0.000217517925565	-60.6198582075
80.0	0.000205904245022	-62.0656966313
81.0	0.000195366488007	-63.3398078956
82.0	0.000185773126573	-64.4646353680
83.0	0.000177009626112	-65.4584202436
84.0	0.000168976782277	-66.3359641252
85.0	0.000161588889261	-67.1092291407
86.0	0.000154771966406	-67.7878062362
87.0	0.000148462147062	-68.3792774555
88.0	0.00014260427051	-68.8894934471
89.0	0.000137150676241	-69.3227821647
90.0	0.000132060195286	-69.6821024441
91.0	0.000127297315755	-69.9691515626
92.0	0.00012283151064	-70.1844359980
93.0	0.000118636709231	-70.3273114655
94.0	0.000114690900848	-70.3959993168
95.0	0.00011097586467	-70.3875863963
96.0	0.000107477020001	-70.2980167394
97.0	0.000104183396298	-70.1220871834
98.0	0.00010108773038	-69.8534641045
99.0	9.81866927927e-05	-69.4847454960
100.0	9.54812540159e-05	-69.0075459144
