	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	5.62444627795e-06	-149.172593130
51.0	6.62111848839e-06	-148.002057828
52.0	7.77987661147e-06	-147.403175272
53.0	9.12687728389e-06	-147.334742024
54.0	1.06935465525e-05	-147.778210272
55.0	1.25170185757e-05	-148.735778591
56.0	1.46400804998e-05	-150.229333682
57.0	1.71099643486e-05	-152.299894901
58.0	1.99747929181e-05	-155.006811948
59.0	2.3275708206e-05	-158.425322192
60.0	2.70318904069e-05	-162.640047584
61.0	3.12157518921e-05	-167.730767134
62.0	3.57189498872e-05	-173.746352053
63.0	4.0320047294e-05	179.334502844
64.0	4.46811579574e-05	171.644805022
65.0	4.84075178338e-05	163.452724719
66.0	5.11707563043e-05	155.130892321
67.0	5.28298571446e-05	147.072842776
68.0	5.34629998686e-05	139.596649325
69.0	5.32967619173e-05	132.889717904
70.0	5.25998335796e-05	127.011321782
71.0	5.16072639098e-05	121.929942177
72.0	5.04916844513e-05	117.565530772
73.0	4.93655718562e-05	113.820926390
74.0	4.82953556623e-05	110.600106406
75.0	4.73162909504e-05	107.816681922
76.0	4.64441156436e-05	105.396638272
77.0	4.56830625506e-05	103.278192551
78.0	4.50309805102e-05	101.410447069
79.0	4.44824610941e-05	99.7517010635
80.0	4.40306804875e-05	98.2678147559
81.0	4.36684481729e-05	96.9307757372
82.0	4.33887779232e-05	95.7175032121
83.0	4.31851770251e-05	94.6088757336
84.0	4.30517728404e-05	93.5889510295
85.0	4.29833478462e-05	92.6443436049
86.0	4.29753250292e-05	91.7637287545
87.0	4.3023728565e-05	90.9374466233
88.0	4.31251337446e-05	90.1571847891
89.0	4.32766137924e-05	89.4157223877
90.0	4.34756879491e-05	88.7067222885
91.0	4.37202727892e-05	88.0245608501
92.0	4.40086368833e-05	87.3641869907
93.0	4.43393598875e-05	86.7210042041
94.0	4.47112937203e-05	86.0907703093
95.0	4.51235268817e-05	85.4695111615
96.0	4.55753489964e-05	84.8534449533
97.0	4.6066215416e-05	84.2389148099
98.0	4.65957096766e-05	83.6223277316
99.0	4.71635016254e-05	83.0000985782
100.0	4.7769299542e-05	82.3685286125
