	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	7.49380665438e-06	-132.194244927
51.0	8.54286143037e-06	-133.027437304
52.0	9.7418066874e-06	-134.101376445
53.0	1.11157751991e-05	-135.440498149
54.0	1.26943533807e-05	-137.077448715
55.0	1.45118822839e-05	-139.054439262
56.0	1.66071969644e-05	-141.424784752
57.0	1.90221512854e-05	-144.254349525
58.0	2.17977714042e-05	-147.622265873
59.0	2.49661687124e-05	-151.619640645
60.0	2.8535657521e-05	-156.343921893
61.0	3.24668124884e-05	-161.885330853
62.0	3.66407681848e-05	-168.301300517
63.0	4.08311007103e-05	-175.577897310
64.0	4.47059780848e-05	176.412926686
65.0	4.78915421126e-05	167.933521278
66.0	5.00929499511e-05	159.352694363
67.0	5.12059305209e-05	151.060492497
68.0	5.13373684992e-05	143.372024655
69.0	5.07285568459e-05	136.472165584
70.0	4.96500993212e-05	130.418017066
71.0	4.8331018035e-05	125.176189390
72.0	4.6934687951e-05	120.665015368
73.0	4.55640839952e-05	116.785927480
74.0	4.42772681992e-05	113.441677083
75.0	4.31026567783e-05	110.544802199
76.0	4.20506053883e-05	108.020345838
77.0	4.11211843509e-05	105.805694813
78.0	4.03090412336e-05	103.849217297
79.0	3.96062994022e-05	102.108561420
80.0	3.90042179053e-05	100.549007905
81.0	3.84941002283e-05	99.1420268258
82.0	3.80677602115e-05	97.8640735154
83.0	3.77177329468e-05	96.6956092203
84.0	3.74373434736e-05	95.6203145964
85.0	3.7220698213e-05	94.6244618528
86.0	3.70626382755e-05	93.6964138636
87.0	3.69586756261e-05	92.8262238388
88.0	3.6904924245e-05	92.0053139450
89.0	3.68980325505e-05	91.2262157351
90.0	3.69351202939e-05	90.4823588676
91.0	3.70137208024e-05	89.7678975485
92.0	3.71317288332e-05	89.0775664058
93.0	3.72873530835e-05	88.4065592750
94.0	3.74790732419e-05	87.7504257867
95.0	3.77055995446e-05	87.1049817122
96.0	3.79658340992e-05	86.4662298960
97.0	3.82588323442e-05	85.8302892644
98.0	3.85837628299e-05	85.1933300661
99.0	3.89398635451e-05	84.5515140165
100.0	3.93263919282e-05	83.9008676465
