	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	4.58323697556e-06	-169.931512034
51.0	5.43788104597e-06	-165.553080995
52.0	6.4740167393e-06	-162.320766737
53.0	7.71475568663e-06	-160.106258201
54.0	9.18947115653e-06	-158.801185131
55.0	1.09343499808e-05	-158.328609573
56.0	1.29924158256e-05	-158.645364475
57.0	1.54124565186e-05	-159.740718146
58.0	1.82456988208e-05	-161.633452879
59.0	2.15382432594e-05	-164.367160262
60.0	2.53163674518e-05	-168.001760824
61.0	2.95617181316e-05	-172.597679456
62.0	3.41765260893e-05	-178.188538464
63.0	3.89489956354e-05	175.259060282
64.0	4.35459389824e-05	167.887781230
65.0	4.75678731434e-05	159.973561289
66.0	5.06705509583e-05	151.895321377
67.0	5.26895577461e-05	144.051726333
68.0	5.36795995704e-05	136.765060889
69.0	5.38500420127e-05	130.226210406
70.0	5.34606642046e-05	124.497340024
71.0	5.27443964001e-05	119.549348955
72.0	5.18758617152e-05	115.304221253
73.0	5.09713777101e-05	111.666512975
74.0	5.01016605615e-05	108.541659904
75.0	4.93059987014e-05	105.844517158
76.0	4.86036411454e-05	103.502136323
77.0	4.80017620745e-05	101.453652025
78.0	4.75006307792e-05	99.6489594052
79.0	4.7096817963e-05	98.0470456563
80.0	4.67851204134e-05	96.6143701082
81.0	4.65596829783e-05	95.3234441977
82.0	4.64146300661e-05	94.1516469499
83.0	4.63444046078e-05	93.0802621555
84.0	4.6343933172e-05	92.0937062608
85.0	4.64086917925e-05	91.1789127946
86.0	4.6534715679e-05	90.3248422768
87.0	4.67185790213e-05	89.5220913909
88.0	4.69573604766e-05	88.7625801090
89.0	4.72486019767e-05	88.0392998221
90.0	4.75902672628e-05	87.3461091684
91.0	4.79807013723e-05	86.6775671477
92.0	4.84185928682e-05	86.0287953666
93.0	4.89029386415e-05	85.3953630285
94.0	4.94330113218e-05	84.7731897155
95.0	5.00083282212e-05	84.1584619583
96.0	5.06286208973e-05	83.5475604759
97.0	5.12938048254e-05	82.9369958491
98.0	5.20039463855e-05	82.3233504375
99.0	5.27592262304e-05	81.7032254753
100.0	5.35598965092e-05	81.0731237997
