	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.000206659938621	78.1401059207
51.0	0.000215950139171	77.1932696285
52.0	0.000225909092358	76.1146515817
53.0	0.000236605466744	74.8779610027
54.0	0.000248105288043	73.4507620403
55.0	0.000260462484189	71.7930773845
56.0	0.000273701905797	69.8558912021
57.0	0.000287790094266	67.5798290158
58.0	0.000302587078222	64.8946513728
59.0	0.000317771332732	61.7208545215
60.0	0.000332733261935	57.9757178095
61.0	0.000346448233996	53.5874061140
62.0	0.000357380550688	48.5212008544
63.0	0.000363536980574	42.8188893048
64.0	0.000362832351661	36.6421516191
65.0	0.000353815180573	30.2949893309
66.0	0.000336450664946	24.1950296465
67.0	0.000312375936465	18.7901520097
68.0	0.000284342706961	14.4617313646
69.0	0.000255253759691	11.4671546069
70.0	0.00022743672318	9.93659826134
71.0	0.000202411052451	9.89903446961
72.0	0.000180997372749	11.3057647389
73.0	0.000163530911443	14.0363491040
74.0	0.000150039315513	17.8911174737
75.0	0.000140349467983	22.5877608515
76.0	0.000134143331506	27.7816783686
77.0	0.000130997457149	33.1154939819
78.0	0.000130428889639	38.2795600786
79.0	0.000131947915063	43.0545726420
80.0	0.000135104214191	47.3209680731
81.0	0.000139515122927	51.0415605795
82.0	0.000144874633984	54.2338002789
83.0	0.000150948847969	56.9443942766
84.0	0.000157564872427	59.2313635312
85.0	0.000164598215043	61.1534117611
86.0	0.000171961313867	62.7645900024
87.0	0.000179594152099	64.1122042971
88.0	0.000187457016602	65.2364773435
89.0	0.000195525100632	66.1710444425
90.0	0.000203784557762	66.9437710194
91.0	0.000212229657379	67.5776305117
92.0	0.000220860746906	68.0915226673
93.0	0.000229682806444	68.5009869382
94.0	0.000238704428491	68.8188023662
95.0	0.000247937110754	69.0554816521
96.0	0.000257394777675	69.2196734505
97.0	0.000267093469145	69.3184871776
98.0	0.000277051160417	69.3577548686
99.0	0.000287287683281	69.3422410724
100.0	0.000297824731146	69.2757523812
