	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	6.46217273837e-06	-139.674348946
51.0	7.4907151878e-06	-139.745573431
52.0	8.67390279762e-06	-140.168877510
53.0	1.00376711738e-05	-140.948587313
54.0	1.16127522519e-05	-142.101463061
55.0	1.34350655946e-05	-143.657067213
56.0	1.55455786731e-05	-145.658564853
57.0	1.79889820597e-05	-148.163613047
58.0	2.08100063651e-05	-151.244658722
59.0	2.40454614009e-05	-154.987324633
60.0	2.77093239625e-05	-159.484529862
61.0	3.17683782004e-05	-164.822731585
62.0	3.61093692037e-05	-171.056215685
63.0	4.05087318326e-05	-178.168402179
64.0	4.46318883055e-05	173.970994112
65.0	4.80945847828e-05	165.626224063
66.0	5.05849525212e-05	157.167718796
67.0	5.19798120774e-05	148.986916926
68.0	5.23710690528e-05	141.400126778
69.0	5.19921366313e-05	134.593260224
70.0	5.11123413073e-05	128.624319734
71.0	4.99635890483e-05	123.460700227
72.0	4.87138848129e-05	119.021420974
73.0	4.74710259729e-05	115.208516619
74.0	4.62973571011e-05	111.925268500
75.0	4.52248156428e-05	109.084682648
76.0	4.42665417236e-05	106.612216643
77.0	4.34247678915e-05	104.445625310
78.0	4.26958103892e-05	102.533604823
79.0	4.20730832709e-05	100.834096225
80.0	4.15488505399e-05	99.3126427860
81.0	4.11152071261e-05	97.9409504969
82.0	4.0764598451e-05	96.6956875676
83.0	4.04900720764e-05	95.5575078464
84.0	4.02853761672e-05	94.5102670990
85.0	4.01449737784e-05	93.540397413
86.0	4.00640127984e-05	92.6364084613
87.0	4.00382749015e-05	91.7884890888
88.0	4.00641165608e-05	90.9881877002
89.0	4.01384090801e-05	90.2281543723
90.0	4.02584813374e-05	89.5019311779
91.0	4.04220666747e-05	88.8037801923
92.0	4.06272545382e-05	88.1285409079
93.0	4.08724463218e-05	87.4715105946
94.0	4.11563145203e-05	86.8283424806
95.0	4.14777649467e-05	86.1949577851
96.0	4.18358996176e-05	85.5674683897
97.0	4.22299798576e-05	84.9421077058
98.0	4.26593874106e-05	84.3151678780
99.0	4.31235817423e-05	83.6829419055
100.0	4.36220509569e-05	83.0415998447
