	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.962154960082	175.052951885
52.0	1.07140646849	174.641372065
53.0	1.19913806322	174.163979946
54.0	1.35025299672	173.603119425
55.0	1.53154151146	172.934265635
56.0	1.75267449892	172.122353049
57.0	2.02788879721	171.115490328
58.0	2.37898653925	169.833630737
59.0	2.84098255215	168.146836192
60.0	3.47345719528	165.830289823
61.0	4.38509986222	162.462101548
62.0	5.79033289261	157.163574024
63.0	8.13565037976	147.856360859
64.0	12.1491664268	129.152275626
65.0	16.0311126035	92.4407839661
66.0	13.3092977517	54.1150339592
67.0	9.39324473371	33.9699691970
68.0	7.01078092157	24.0605834335
69.0	5.57694757079	18.4945192597
70.0	4.64761870464	14.9928207990
71.0	4.00380415330	12.6043866478
72.0	3.53400743424	10.8779234734
73.0	3.17712966738	9.57519622438
74.0	2.89731544020	8.55954782110
75.0	2.67227381214	7.74732634734
76.0	2.48746797699	7.08461401420
77.0	2.33303265927	6.53518162193
78.0	2.20204445358	6.07384573647
79.0	2.08950347781	5.68260800645
80.0	1.99170848012	5.34831083521
81.0	1.90585944330	5.06116027552
82.0	1.82979683139	4.81376604215
83.0	1.76182575834	4.60050127330
84.0	1.70059445578	4.41706688059
85.0	1.6450084489	4.26019058164
86.0	1.59416866545	4.12741783241
87.0	1.54732601121	4.01696717184
88.0	1.50384737556	3.92763293422
89.0	1.46318977941	3.85872428774
90.0	1.42488032643	3.81003422506
91.0	1.38850035589	3.78183524104
92.0	1.35367264709	3.77490116053
93.0	1.32005081394	3.79055721438
94.0	1.28731026427	3.83076317014
95.0	1.25514022611	3.89823806400
96.0	1.22323645404	3.99663985628
97.0	1.19129426662	4.13082067953
98.0	1.15900165926	4.30718920443
99.0	1.12603222924	4.53422898317
100.0	1.09203772170	4.82324548686
