	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	1.98867139988	-4.78581839356
52.0	2.20953021402	-5.19631837325
53.0	2.46740215058	-5.67283230335
54.0	2.77210429501	-6.23303205394
55.0	3.13723258699	-6.90145975592
56.0	3.58215145233	-7.71319988728
57.0	4.13536800017	-8.72016455815
58.0	4.84053632224	-10.0024233658
59.0	5.76776096926	-11.6899395609
60.0	7.03631446112	-14.0075577812
61.0	8.86373169867	-17.3771987403
62.0	11.6789991230	-22.6775937056
63.0	16.3746706213	-31.9871266370
64.0	24.4017189095	-50.6940255994
65.0	32.1328369196	-87.4088714046
66.0	26.6239447049	-125.738567507
67.0	18.7537410446	-145.888227966
68.0	13.9707539961	-155.802923360
69.0	11.0932956175	-161.375083180
70.0	9.22864679080	-164.883744211
71.0	7.93707794112	-167.280098822
72.0	6.99481990033	-169.015542841
73.0	6.27929435962	-170.328427080
74.0	5.71859196919	-171.355539644
75.0	5.26802533182	-172.180681160
76.0	4.89846737126	-172.857938575
77.0	4.59016572922	-173.423733993
78.0	4.32927274026	-173.903471501
79.0	4.10580282918	-174.315402519
80.0	3.91237949041	-174.672975762
81.0	3.74343872070	-174.986321138
82.0	3.59470670266	-175.263217932
83.0	3.46284791235	-175.509744956
84.0	3.34522231560	-175.730728394
85.0	3.23971426798	-175.930057566
86.0	3.14460966518	-176.110912390
87.0	3.05850627359	-176.275930777
88.0	2.98024728083	-176.427334304
89.0	2.90887146267	-176.567024900
90.0	2.84357535883	-176.696661030
91.0	2.78368433169	-176.817719665
92.0	2.72863028355	-176.931548626
93.0	2.67793443944	-177.039412821
94.0	2.63119408373	-177.142537386
95.0	2.58807243208	-177.242150343
96.0	2.54829108028	-177.339527424
97.0	2.51162465723	-177.436041865
98.0	2.47789741148	-177.533222463
99.0	2.44698167619	-177.632823991
100.0	2.41879819861	-177.736765196
