	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	80.3625994005	175.352362076
52.0	89.1150014934	174.944359861
53.0	99.3202761429	174.470327404
54.0	111.363277387	173.912592848
55.0	125.776972707	173.246614264
56.0	143.320408046	172.437307580
57.0	165.110912615	171.432761370
58.0	192.859317775	170.152907019
59.0	229.312682126	168.467782633
60.0	279.143823489	166.152545369
61.0	350.872840056	162.785276786
62.0	461.293841906	157.487248550
63.0	645.315482978	148.180080286
64.0	959.480338484	129.475548300
65.0	1260.57759555	92.7630772311
66.0	1042.04503533	54.4357700825
67.0	732.291960786	34.2885206252
68.0	544.235778946	24.3762676455
69.0	431.109147287	18.8065927766
70.0	357.777008994	15.3004724809
71.0	306.952316900	12.9067301086
72.0	269.842579310	11.1739884014
73.0	241.632789687	9.86391848330
74.0	219.498792186	8.83975817534
75.0	201.685736026	8.01773739014
76.0	187.049870841	7.34380520147
77.0	174.815557123	6.78158194166
78.0	164.438970338	6.30571357331
79.0	155.527880566	5.89800770432
80.0	147.792443077	5.54508526702
81.0	141.013915364	5.23689861334
82.0	135.024141239	4.96576574205
83.0	129.691726529	4.72572303223
84.0	124.912495916	4.51208088514
85.0	120.602762721	4.32111224865
86.0	116.694490475	4.14983033196
87.0	113.131753925	3.99582763894
88.0	109.868108519	3.85715808456
89.0	106.864606117	3.73225007925
90.0	104.088278363	3.61984237446
91.0	101.510960408	3.51893714902
92.0	99.1083682308	3.42876656586
93.0	96.8593641226	3.34877034546
94.0	94.7453639759	3.27858287927
95.0	92.7498512811	3.21802917216
96.0	90.8579711333	3.16712965933
97.0	89.0561836355	3.12611467763
98.0	87.3319597287	3.09545023683
99.0	85.6735056617	3.07587787114
100.0	84.0695027341	3.06847029166
