	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	4.27694891678	-4.94522758267
52.0	4.76446675749	-5.36344937083
53.0	5.33501979828	-5.84802624462
54.0	6.01072640255	-6.41664510063
55.0	6.82222677467	-7.09386379843
56.0	7.81317208929	-7.91478327637
57.0	9.04783917559	-8.93133291344
58.0	10.6246843924	-10.2236003787
59.0	12.7018686768	-11.9215678689
60.0	15.5485830582	-14.2500998715
61.0	19.6560519155	-17.6311379589
62.0	25.9938064543	-22.9434352168
63.0	36.5825073074	-32.2653985067
64.0	54.7282690647	-50.9852799959
65.0	72.3579526229	-87.7136856771
66.0	60.2022668396	-126.057545479
67.0	42.5883515854	-146.222001260
68.0	31.8673861402	-156.152152663
69.0	25.4199170893	-161.740459769
70.0	21.2473082671	-165.265991383
71.0	18.3631221623	-167.679973391
72.0	16.2649357158	-169.433836740
73.0	14.6773941902	-170.765968977
74.0	13.4389211049	-171.813196574
75.0	12.4490960222	-172.659360177
76.0	11.6424680540	-173.358588396
77.0	10.9746607691	-173.947346645
78.0	10.4145750015	-174.451083839
79.0	9.93979822477	-174.888097666
80.0	9.53378802102	-175.271884394
81.0	9.18408133240	-175.612622500
82.0	8.88112020814	-175.918140522
83.0	8.61746067362	-176.194566740
84.0	8.38722688134	-176.446776394
85.0	8.18572653701	-176.678706628
86.0	8.00917477291	-176.893582867
87.0	7.85449274291	-177.094084760
88.0	7.71915840071	-177.282470033
89.0	7.60109465527	-177.460668714
90.0	7.49858460083	-177.630356213
91.0	7.41020668180	-177.793011208
92.0	7.33478489157	-177.949962712
93.0	7.27135032012	-178.102429452
94.0	7.21911157683	-178.251554069
95.0	7.17743226844	-178.398434151
96.0	7.14581421139	-178.544151837
97.0	7.12388546083	-178.689803640
98.0	7.11139267034	-178.836532250
99.0	7.10819733842	-178.985562227
100.0	7.11427607797	-179.138090712
