	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	3.91158367159	-4.98707837993
52.0	4.36029389114	-5.40662999584
53.0	4.88569788564	-5.89256839111
54.0	5.50824056675	-6.46258126856
55.0	6.25624513916	-7.14122729685
56.0	7.17006360693	-7.96360823393
57.0	8.30911742876	-8.98165426471
58.0	9.76443028203	-10.2754538998
59.0	11.6822319585	-11.9749901756
60.0	14.3114257030	-14.3051283819
61.0	18.1062635645	-17.6878109603
62.0	23.9634605536	-23.0017918261
63.0	33.7525757626	-32.3254786895
64.0	50.5365639415	-51.0471245012
65.0	66.8725080592	-87.7773360998
66.0	55.6863025984	-126.123044234
67.0	39.4282473845	-146.289391498
68.0	29.5291638687	-156.221478365
69.0	23.5762059810	-161.811765595
70.0	19.7244933331	-165.339322700
71.0	17.0630920835	-167.755376206
72.0	15.1279476415	-169.511357647
73.0	13.6647062150	-170.845655069
74.0	12.5241051240	-171.895095355
75.0	11.6133738014	-172.743519467
76.0	10.8720466520	-173.445056185
77.0	10.2591278159	-174.036170921
78.0	9.74588833867	-174.542312426
79.0	9.3116252117	-174.981777968
80.0	8.94105933527	-175.368063134
81.0	8.62268108782	-175.711345372
82.0	8.34766544300	-176.019451802
83.0	8.10914105318	-176.298508802
84.0	7.90168592371	-176.553389143
85.0	7.72097209607	-176.788026793
86.0	7.56351057274	-177.005643181
87.0	7.42646521195	-177.208912936
88.0	7.30751490345	-177.400087559
89.0	7.20475025260	-177.581089371
90.0	7.11659525681	-177.753584271
91.0	7.04174747548	-177.919039244
92.0	6.97913198344	-178.078768916
93.0	6.92786592387	-178.233974332
94.0	6.88723117075	-178.385776391
95.0	6.85665355826	-178.535245898
96.0	6.83568736385	-178.683431941
97.0	6.82400427669	-178.831390148
98.0	6.82138626251	-178.980212452
99.0	6.82772212413	-179.131060185
100.0	6.84300760545	-179.285051236
