	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	3.97322193669	-4.98186258488
52.0	4.42861218797	-5.40116045137
53.0	4.96179696793	-5.88683541377
54.0	5.59351170340	-6.45657492903
55.0	6.35248184024	-7.13493740514
56.0	7.27963210668	-7.95702436224
57.0	8.43522687683	-8.97476573285
58.0	9.91158021519	-10.2682497842
59.0	11.8569934889	-11.9674593060
60.0	14.5238929429	-14.2972593739
61.0	18.3729523807	-17.6795921916
62.0	24.3135391944	-22.9932114294
63.0	34.2414886804	-32.3165246421
64.0	51.2621721575	-51.0377845675
65.0	67.8239319954	-87.7675978552
66.0	56.4710997559	-126.112895111
67.0	39.9784794081	-146.278818801
68.0	29.9370694285	-156.210469271
69.0	23.8984514846	-161.800307230
70.0	19.9911491381	-165.327402158
71.0	17.2911556725	-167.742980607
72.0	15.3277703327	-169.498474174
73.0	13.8430005725	-170.832271042
74.0	12.6854497338	-171.881198312
75.0	11.7610213726	-172.729097244
76.0	11.0083857301	-173.430097025
77.0	10.3859609349	-174.020663605
78.0	9.86460713578	-174.526246410
79.0	9.42332499401	-174.965143552
80.0	9.04661643563	-175.350851653
81.0	8.72280666875	-175.693549459
82.0	8.44294375284	-176.001065646
83.0	8.20005727868	-176.279528480
84.0	7.98864687492	-176.533813012
85.0	7.80432180178	-176.767855950
86.0	7.64354228467	-176.984882021
87.0	7.50343073778	-177.187569801
88.0	7.38163202007	-177.378175525
89.0	7.27620866646	-177.558627203
90.0	7.18556148334	-177.730597544
91.0	7.10836890023	-177.895561731
92.0	7.04354033490	-178.054844246
93.0	6.99018028794	-178.209658028
94.0	6.94756074226	-178.361138356
95.0	6.91510014649	-178.510373473
96.0	6.89234786365	-178.658433688
97.0	6.87897314922	-178.806400549
98.0	6.87475811899	-178.955397788
99.0	6.87959459456	-179.106625939
100.0	6.89348454228	-179.261251475
