	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	52.9908450942	175.474748446
52.0	58.6536875501	175.071006806
53.0	65.2466215683	174.601366647
54.0	73.0155335813	174.048160972
55.0	82.3009104507	173.386852845
56.0	93.5876221278	172.582363312
57.0	107.589325992	171.582786165
58.0	125.398613568	170.308058092
59.0	148.769549229	168.628222608
60.0	180.685169661	166.318442334
61.0	226.582761743	162.956804351
62.0	297.174111279	157.664585833
63.0	414.700556850	148.363411919
64.0	615.035633032	129.665064416
65.0	805.948542299	92.9589732497
66.0	664.460282496	54.6382466128
67.0	465.674319067	34.4977832145
68.0	345.120427142	24.5925263850
69.0	272.599983223	19.0300619271
70.0	225.566640210	15.5313698101
71.0	192.941406988	13.1452762040
72.0	169.092641159	11.4204056696
73.0	150.937383757	10.1184300178
74.0	136.667811462	9.10258623345
75.0	125.160794859	8.28910159681
76.0	115.684426223	7.62392031951
77.0	107.742427371	7.07065511092
78.0	100.986892924	6.60394094293
79.0	95.1669413950	6.20557030849
80.0	90.0972209899	5.86214400359
81.0	85.6378912842	5.56358809288
82.0	81.6814976294	5.30218674570
83.0	78.1441281997	5.07193333152
84.0	74.9593118008	4.86808397739
85.0	72.0737165409	4.68684354339
86.0	69.4440600817	4.52514016926
87.0	67.0348519120	4.38046039520
88.0	64.8167185333	4.25072637122
89.0	62.7651438109	4.13420279043
90.0	60.8595099758	4.02942499113
91.0	59.0823594097	3.93514224069
92.0	57.4188208370	3.85027183062
93.0	55.8561600690	3.77386069081
94.0	54.3834257651	3.70505195177
95.0	52.9911691191	3.64305427547
96.0	51.6712219325	3.58711193636
97.0	50.4165216565	3.53647361934
98.0	49.2209753136	3.49035766078
99.0	48.0793562177	3.44791096215
100.0	46.9872303236	3.40815510226
