	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	1.6906797099	-13.6938913458
51.0	1.81110110197	-14.7636475676
52.0	1.94204537900	-15.9773442034
53.0	2.08474967975	-17.3630329122
54.0	2.24052924343	-18.9552365520
55.0	2.41069547019	-20.7964178161
56.0	2.59639004973	-22.9385659130
57.0	2.79827497934	-25.4446289494
58.0	3.01598725476	-28.3891604957
59.0	3.24723803253	-31.8568930363
60.0	3.48644745744	-35.9369065029
61.0	3.72295571608	-40.7087893322
62.0	3.93930924917	-46.2167235518
63.0	4.11099283739	-52.4304589329
64.0	4.20978130891	-59.2023171695
65.0	4.21197259682	-66.2451236951
66.0	4.10869812630	-73.1611052186
67.0	3.91126738338	-79.5250481413
68.0	3.64679038838	-84.9799466669
69.0	3.34751901593	-89.2916693554
70.0	3.04151841241	-92.3464372272
71.0	2.74867744835	-94.1147071554
72.0	2.48109901773	-94.6124125458
73.0	2.24529939535	-93.8768319176
74.0	2.04444007138	-91.9610345802
75.0	1.87990754750	-88.9441567509
76.0	1.75216625943	-84.9510323001
77.0	1.66103478508	-80.1703656536
78.0	1.60561210408	-74.8571760780
79.0	1.58411581019	-69.3090520082
80.0	1.59386472048	-63.8202666214
81.0	1.63150594952	-58.6337170978
82.0	1.69341340949	-53.9122865042
83.0	1.77609527718	-49.7369798813
84.0	1.87648422416	-46.1238713507
85.0	1.99207571925	-43.0470785499
86.0	2.12094603348	-40.4588877591
87.0	2.26170110536	-38.3038181384
88.0	2.41339811874	-36.5269699610
89.0	2.57546504563	-35.0782456492
90.0	2.74763000380	-33.9140148780
91.0	2.92986413097	-32.9973735142
92.0	3.12233767629	-32.2977184123
93.0	3.32538740117	-31.7900515838
94.0	3.53949303457	-31.4542307797
95.0	3.76526061418	-31.2742694713
96.0	4.00341087736	-31.2377280938
97.0	4.25477110867	-31.3352068477
98.0	4.52026904862	-31.5599353140
99.0	4.80092751424	-31.9074487219
100.0	5.09785838482	-32.3753104822
