	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	45.5261484980	-0.0254820434757
51.0	45.5332104313	-0.0287800424844
52.0	45.5406289040	-0.0326338173987
53.0	45.5484070453	-0.0371686161499
54.0	45.5565327040	-0.0425419255782
55.0	45.5649673488	-0.0489502282186
56.0	45.5736286676	-0.0566344039731
57.0	45.5823635996	-0.065879720341
58.0	45.5909095355	-0.0770018856441
59.0	45.5988424734	-0.0903031289662
60.0	45.6055222961	-0.105972474726
61.0	45.6100662785	-0.123899884026
62.0	45.6114225504	-0.143398639507
63.0	45.6086455119	-0.16292587099
64.0	45.6014136449	-0.180062393174
65.0	45.5905772462	-0.192085698333
66.0	45.5782347794	-0.197102923738
67.0	45.5670218484	-0.195005374324
68.0	45.5590462673	-0.187418156023
69.0	45.5552739175	-0.176749863729
70.0	45.5556349431	-0.165193406989
71.0	45.5594904857	-0.15424806926
72.0	45.5660535037	-0.144719723398
73.0	45.5746196380	-0.136922469326
74.0	45.5846441919	-0.130887208282
75.0	45.5957395973	-0.126509596058
76.0	45.6076451834	-0.123637196416
77.0	45.6201932810	-0.122114534888
78.0	45.6332817576	-0.121803455337
79.0	45.6468531544	-0.122590446313
80.0	45.6608803988	-0.124387705765
81.0	45.6753568442	-0.127131559094
82.0	45.6902897811	-0.130780037143
83.0	45.7056960345	-0.135310457532
84.0	45.7215990215	-0.140717360038
85.0	45.7380267914	-0.147010921097
86.0	45.7550108746	-0.154215852443
87.0	45.7725852174	-0.162370765125
88.0	45.7907854832	-0.171527956042
89.0	45.8096486610	-0.181753584802
90.0	45.8292123447	-0.193128216032
91.0	45.8495143799	-0.205747711458
92.0	45.8705921636	-0.219724467702
93.0	45.8924816924	-0.235189001347
94.0	45.9152169025	-0.252291888923
95.0	45.9388277283	-0.271206080748
96.0	45.9633389437	-0.292129585473
97.0	45.9887673374	-0.315288546225
98.0	46.0151189401	-0.340940684614
99.0	46.0423848246	-0.369379080301
100.0	46.0705359976	-0.40093585801
