	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	0.0338876406324	127.772648644
51.0	0.0404399008489	127.820041671
52.0	0.0481705682004	127.476260545
53.0	0.0573017866893	126.745180665
54.0	0.0681013882212	125.616166027
55.0	0.0808894305825	124.064258209
56.0	0.0960419918828	122.049776341
57.0	0.11398752308	119.517714738
58.0	0.135186838173	116.397652908
59.0	0.160081290987	112.605520299
60.0	0.188985919166	108.049586519
61.0	0.221901804717	102.644301192
62.0	0.258242824135	96.3360641458
63.0	0.296546494196	89.1419654350
64.0	0.334372327247	81.1923549634
65.0	0.368670482287	72.7523452389
66.0	0.396686290515	64.1922210818
67.0	0.416946621673	55.9034984569
68.0	0.429637856393	48.2024936798
69.0	0.436182555372	41.2750661878
70.0	0.438468570175	35.1791116327
71.0	0.43824702415	29.8818689384
72.0	0.436866904747	25.3021548391
73.0	0.435253215858	21.3417575108
74.0	0.433990204468	17.9036688585
75.0	0.433422586428	14.9005628430
76.0	0.433739701372	12.2575217677
77.0	0.435035705831	9.91188125918
78.0	0.437349407981	7.81187217654
79.0	0.440689465126	5.91492211136
80.0	0.445049860627	4.18600964685
81.0	0.450419212855	2.59622139925
82.0	0.456786261452	1.12154716588
83.0	0.464143039277	-0.258101437957
84.0	0.472486660488	-1.55968039725
85.0	0.481820304926	-2.79764532072
86.0	0.492153741436	-3.98445754152
87.0	0.503503617858	-5.13099084035
88.0	0.515893625587	-6.24686049687
89.0	0.529354629345	-7.34069185733
90.0	0.543924801895	-8.42034210554
91.0	0.559649783464	-9.49308587189
92.0	0.576582880165	-10.5657732486
93.0	0.594785296637	-11.6449669114
94.0	0.614326405799	-12.7370635342
95.0	0.635284026862	-13.8484040416
96.0	0.657744695323	-14.9853760095
97.0	0.681803892177	-16.1545110466
98.0	0.707566170626	-17.3625794600
99.0	0.735145118336	-18.6166837150
100.0	0.764663046902	-19.9243353447
