	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.000120171649935	-65.4459771938
51.0	0.000120817641577	-60.3959928958
52.0	0.000123008557646	-54.4778895225
53.0	0.000127681775982	-47.7935364336
54.0	0.00013601336028	-40.6411828033
55.0	0.000149331007521	-33.5147511513
56.0	0.000168982165773	-27.0009567747
57.0	0.000196228167567	-21.6215127014
58.0	0.000232202777509	-17.7258436792
59.0	0.000277883087979	-15.4841223561
60.0	0.000333962823402	-14.9414685276
61.0	0.000400527049166	-16.0720672044
62.0	0.000476494815644	-18.8005685707
63.0	0.000558960366522	-22.9879233187
64.0	0.000642854367794	-28.3983768440
65.0	0.000721557716355	-34.6797080161
66.0	0.000788712064531	-41.3912182387
67.0	0.00084037818811	-48.0850217078
68.0	0.000876065033441	-54.3997900228
69.0	0.000898066362219	-60.1136627977
70.0	0.000909934450339	-65.1398330084
71.0	0.000915182194639	-69.4877162881
72.0	0.000916640296497	-73.2195266444
73.0	0.000916331962864	-76.4179599143
74.0	0.000915594365808	-79.1672464380
75.0	0.000915261926953	-81.5441177702
76.0	0.000915829648868	-83.6146480087
77.0	0.000917574951828	-85.4340705495
78.0	0.000920641033199	-87.0478697017
79.0	0.00092509125406	-88.4932681782
80.0	0.000930943638902	-89.8007048673
81.0	0.000938192353848	-90.9951429474
82.0	0.000946820891219	-92.0971660324
83.0	0.000956810052541	-93.1238712543
84.0	0.00096814270664	-94.0895865528
85.0	0.000980806564949	-95.0064434336
86.0	0.000994795757868	-95.8848339021
87.0	0.00101011167388	-96.7337764578
88.0	0.00102676339469	-97.5612107915
89.0	0.00104476786911	-98.3742374747
90.0	0.00106414996983	-99.1793150902
91.0	0.00108494246436	-99.9824248484
92.0	0.00110718595994	-100.789210275
93.0	0.00113092880167	-101.605098446
94.0	0.00115622693915	-102.435407400
95.0	0.00118314371998	-103.285443934
96.0	0.00121174958352	-104.160594621
97.0	0.00124212158722	-105.066412917
98.0	0.00127434269022	-106.008704210
99.0	0.00130850067861	-106.993610310
100.0	0.00134468659639	-108.027603213
