	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	8.92743882031e-05	-38.1425772415
51.0	9.60152228145e-05	-29.7017320423
52.0	0.000106750486264	-21.4926902869
53.0	0.000122336109749	-14.1168494127
54.0	0.00014354682977	-7.99438665643
55.0	0.00017114369228	-3.31700773327
56.0	0.000205962990841	-0.108128876888
57.0	0.000248970382851	1.68888302176
58.0	0.000301246159102	2.14529532332
59.0	0.000363869185097	1.31392953712
60.0	0.000437648224553	-0.778593593865
61.0	0.000522636711678	-4.12078141081
62.0	0.000617413153825	-8.68866491970
63.0	0.000718295731774	-14.4038253983
64.0	0.000819008956988	-21.0875610791
65.0	0.00091155090788	-28.4365699214
66.0	0.000988486415946	-36.0502703044
67.0	0.00104554807028	-43.5129698378
68.0	0.00108274425532	-50.4889320886
69.0	0.00110338815921	-56.7765904940
70.0	0.00111215345543	-62.3052573582
71.0	0.00111349674467	-67.0972047679
72.0	0.00111092237007	-71.2249593792
73.0	0.00110688118512	-74.7795436143
74.0	0.00110295613356	-77.8519595368
75.0	0.00110010803982	-80.5244876598
76.0	0.00109888619568	-82.8677848141
77.0	0.00109958190069	-84.9408998529
78.0	0.00110233168367	-86.7925202079
79.0	0.00110718356626	-88.4625807768
80.0	0.00111413844379	-89.9838374589
81.0	0.00112317540073	-91.3832512333
82.0	0.0011342669626	-92.6831451024
83.0	0.00114738812515	-93.9021460948
84.0	0.00116252160954	-95.0559423310
85.0	0.00117966084851	-96.1578883238
86.0	0.00119881164307	-97.2194888608
87.0	0.00121999305099	-98.2507874829
88.0	0.00124323788129	-99.2606801499
89.0	0.00126859297603	-100.257171288
90.0	0.00129611943407	-101.247584946
91.0	0.00132589282219	-102.238741890
92.0	0.00135800341343	-103.237110562
93.0	0.00139255647771	-104.248938417
94.0	0.00142967258002	-105.280369055
95.0	0.00146948788588	-106.337548908
96.0	0.00151215440172	-107.426727351
97.0	0.00155784008622	-108.554352448
98.0	0.00160672870537	-109.727165083
99.0	0.00165901930774	-110.952292445
100.0	0.00171492507817	-112.237247973
