	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	9.49123072344e-05	-92.3355669521
51.0	9.68547089461e-05	-91.7609753064
52.0	9.87773475339e-05	-91.0321708907
53.0	0.000100706417692	-90.1118949556
54.0	0.000102692506221	-88.9552653412
55.0	0.00010482575236	-87.5108169646
56.0	0.000107258482043	-85.7251253261
57.0	0.00011023662572	-83.5545111601
58.0	0.000114137555891	-80.9886123870
59.0	0.000119502177574	-78.0891359121
60.0	0.000127030896632	-75.0375748292
61.0	0.000137493116043	-72.1647726779
62.0	0.000151504621433	-69.9168129582
63.0	0.00016919374699	-68.7323140709
64.0	0.000189903398431	-68.8767834851
65.0	0.000212169996044	-70.3341527299
66.0	0.000234128978821	-72.8247808490
67.0	0.000254178101932	-75.9312323909
68.0	0.000271470118487	-79.2482713931
69.0	0.000285959166239	-82.4788879812
70.0	0.000298116398581	-85.4552667498
71.0	0.000308597222032	-88.1120646181
72.0	0.00031802551998	-90.4473408116
73.0	0.000326905991485	-92.4907546817
74.0	0.000335614159658	-94.2835277571
75.0	0.00034441812165	-95.8678315697
76.0	0.000353506752018	-97.2820589956
77.0	0.000363014324364	-98.5592663769
78.0	0.000373039160234	-99.7271304261
79.0	0.000383656854725	-100.808526831
80.0	0.000394929357055	-101.822291289
81.0	0.000406911137872	-102.783966363
82.0	0.00041965337762	-103.706459756
83.0	0.000433206864361	-104.600595032
84.0	0.000447624042724	-105.475561226
85.0	0.000462960529754	-106.339275548
86.0	0.000479276303995	-107.198674640
87.0	0.000496636689983	-108.059949803
88.0	0.000515113245623	-108.928737891
89.0	0.000534784596974	-109.810278478
90.0	0.000555737270925	-110.709545333
91.0	0.0005780665525	-111.631358389
92.0	0.000601877377158	-112.580482029
93.0	0.000627285278173	-113.561712913
94.0	0.000654417379867	-114.579961512
95.0	0.0006834134353	-115.640329682
96.0	0.000714426892931	-116.748186283
97.0	0.000747625949156	-117.909243037
98.0	0.000783194547089	-119.129631998
99.0	0.000821333230953	-120.415985468
100.0	0.000862259737998	-121.775416391
