	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00417517533524	68.6954945617
51.0	0.00448464439662	67.2030152364
52.0	0.00482847852957	65.5339837835
53.0	0.0052117327967	63.6566093437
54.0	0.0056401169372	61.5320773590
55.0	0.00611989159427	59.1129809869
56.0	0.00665755657362	56.3416132433
57.0	0.00725915344823	53.1483878157
58.0	0.00792889373599	49.4510133842
59.0	0.00866669287969	45.1557016010
60.0	0.00946413150435	40.1627315783
61.0	0.0102986544282	34.3799622655
62.0	0.0111270101236	27.7483490630
63.0	0.0118815703726	20.2804861737
64.0	0.0124762890651	12.1030213356
65.0	0.0128279726049	3.47803665744
66.0	0.0128876277313	-5.22663745412
67.0	0.0126621759351	-13.6214390475
68.0	0.0122091589314	-21.3915645257
69.0	0.0116096690483	-28.3522717435
70.0	0.0109404039513	-34.4464218545
71.0	0.010258788936	-39.7071979510
72.0	0.0096009214136	-44.2158881996
73.0	0.00898594557378	-48.0705032636
74.0	0.008421691024	-51.3675482250
75.0	0.00790928601987	-54.1935430383
76.0	0.00744629427315	-56.6222888457
77.0	0.00702863541767	-58.7150102271
78.0	0.00665167687737	-60.5216945954
79.0	0.00631081323672	-62.0827656894
80.0	0.00600174710789	-63.4306981146
81.0	0.00572060395096	-64.5914213907
82.0	0.00546395886011	-65.5854785027
83.0	0.0052288195255	-66.4289517428
84.0	0.00501259003882	-67.1341873811
85.0	0.0048130285596	-67.7103517505
86.0	0.00462820573621	-68.1638501062
87.0	0.00445646713442	-68.4986333252
88.0	0.00429640114444	-68.7164142810
89.0	0.00414681289475	-68.8168110202
90.0	0.00400670425854	-68.7974328190
91.0	0.00387525990839	-68.6539229164
92.0	0.00375183947693	-68.3799753720
93.0	0.00363597581877	-67.9673451031
94.0	0.00352737971155	-67.4058791289
95.0	0.00342595120254	-66.6836071842
96.0	0.00333179811527	-65.7869472306
97.0	0.00324526183641	-64.7011025696
98.0	0.0031669503498	-63.4107539494
99.0	0.00309777756959	-61.9011765187
100.0	0.00303900666318	-60.1598764505
