	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.0053510452592	64.1214378554
51.0	0.00583165005205	62.4869286099
52.0	0.00637225193144	60.6713107950
53.0	0.00698240728905	58.6425006348
54.0	0.00767316475168	56.3613691851
55.0	0.00845704163198	53.7801718958
56.0	0.00934770656092	50.8408385653
57.0	0.0103590807189	47.4733917182
58.0	0.0115033707738	43.5951184599
59.0	0.0127872862495	39.1117754106
60.0	0.0142055022862	33.9231499769
61.0	0.0157307361341	27.9365688935
62.0	0.0173015678515	21.0924112793
63.0	0.0188134758873	13.4026459279
64.0	0.0201244075578	4.99324116409
65.0	0.021086147799	-3.87446003337
66.0	0.0215962329118	-12.8334326031
67.0	0.0216395878669	-21.4949933811
68.0	0.0212881450643	-29.5452990902
69.0	0.0206616771339	-36.8006590219
70.0	0.0198820810212	-43.2050869659
71.0	0.0190459990085	-48.7930320672
72.0	0.018218139244	-53.6471754425
73.0	0.0174361629566	-57.8670628940
74.0	0.0167187545057	-61.5508946748
75.0	0.016072751013	-64.7870659597
76.0	0.0154982339944	-67.6514562155
77.0	0.0149917848625	-70.2075979350
78.0	0.0145484250924	-72.5080463481
79.0	0.0141627100265	-74.5960878533
80.0	0.0138293106045	-76.5073946393
81.0	0.0135432976891	-78.2714749538
82.0	0.0133002597148	-79.9128847642
83.0	0.0130963303872	-81.4522148278
84.0	0.0129281706722	-82.9068852661
85.0	0.0127929297737	-84.2917822380
86.0	0.0126881985931	-85.6197680642
87.0	0.0126119629984	-86.9020917165
88.0	0.0125625601027	-88.1487212501
89.0	0.0125386393251	-89.3686154975
90.0	0.0125391284508	-90.5699487009
91.0	0.0125632045527	-91.7602989390
92.0	0.0126102693041	-92.9468087413
93.0	0.012679928076	-94.1363246793
94.0	0.0127719720518	-95.3355213944
95.0	0.0128863627555	-96.5510142712
96.0	0.0130232180243	-97.7894643946
97.0	0.0131827986872	-99.0576785543
98.0	0.0133654948354	-100.362706541
99.0	0.0135718103861	-101.711937650
100.0	0.0138023445826	-103.113110115
