	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.145751963018	-90.1147050477
51.0	0.142973307624	-90.1322635077
52.0	0.140306499498	-90.1531906156
53.0	0.137745203711	-90.1782870900
54.0	0.135283257426	-90.2085627078
55.0	0.132914444945	-90.2452805188
56.0	0.13063217702	-90.2899927081
57.0	0.12842903239	-90.3445422773
58.0	0.126296125466	-90.4109761291
59.0	0.124222312951	-90.4912668575
60.0	0.122193411546	-90.5866767192
61.0	0.120191961845	-90.6965645620
62.0	0.118198665501	-90.8165851717
63.0	0.116197018038	-90.9368299061
64.0	0.114181514281	-91.0415659135
65.0	0.112165757432	-91.1127826710
66.0	0.11018256414	-91.1375215962
67.0	0.108271719768	-91.1143511298
68.0	0.106462986534	-91.0534254601
69.0	0.104767140844	-90.9704381673
70.0	0.103178615859	-90.8799494124
71.0	0.101683478408	-90.7920357797
72.0	0.100266217203	-90.7121577351
73.0	0.0989132627704	-90.6424478720
74.0	0.0976140113338	-90.5830948450
75.0	0.0963606200803	-90.5333403881
76.0	0.0951474143947	-90.4920721299
77.0	0.0939702898322	-90.4581321263
78.0	0.0928262338879	-90.4304570344
79.0	0.0917129790636	-90.4081286835
80.0	0.0906287638829	-90.3903811259
81.0	0.0895721714458	-90.3765888891
82.0	0.0885420223507	-90.3662488345
83.0	0.0875373036539	-90.3589614205
84.0	0.0865571219237	-90.3544138043
85.0	0.0856006715848	-90.3523655756
86.0	0.0846672140261	-90.3526371781
87.0	0.0837560631204	-90.3551007701
88.0	0.0828665751937	-90.3596731913
89.0	0.081998142168	-90.3663107052
90.0	0.081150185901	-90.3750052320
91.0	0.0803221541338	-90.3857818378
92.0	0.0795135171974	-90.3986972929
93.0	0.0787237642857	-90.4138395687
94.0	0.0779524007591	-90.4313281585
95.0	0.0771989441929	-90.4513151612
96.0	0.0764629206355	-90.4739870555
97.0	0.0757438597006	-90.4995671175
98.0	0.0750412890695	-90.5283184340
99.0	0.0743547273014	-90.5605474128
100.0	0.0736836749581	-90.5965311645
