	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00542624412782	64.2580949801
51.0	0.0059110011486	62.6263833263
52.0	0.00645609470173	60.8135959490
53.0	0.00707111697654	58.7876522240
54.0	0.00776715220362	56.5094264201
55.0	0.00855674919092	53.9311774153
56.0	0.00945359659385	50.9948384561
57.0	0.0104716114105	47.6304357789
58.0	0.0116229504294	43.7552602939
59.0	0.0129141937497	39.2750726193
60.0	0.0143397584029	34.0896642246
61.0	0.0158719141881	28.1063663775
62.0	0.0174485536157	21.2655624931
63.0	0.0189642386494	13.5792262160
64.0	0.0202759192024	5.17333075533
65.0	0.0212346172196	-3.69077574237
66.0	0.0217376996023	-12.6460627816
67.0	0.021770659255	-21.3038415143
68.0	0.02140651784	-29.3502628434
69.0	0.0207662440519	-36.6016296997
70.0	0.0199727068234	-43.0019494483
71.0	0.0191231767209	-48.5856641462
72.0	0.0182826831358	-53.4354478484
73.0	0.0174889952054	-57.6508386834
74.0	0.0167607797596	-61.3300288818
75.0	0.0161047930367	-64.5614050238
76.0	0.0155210102465	-67.4208376705
77.0	0.0150059015114	-69.9718498241
78.0	0.0145543820932	-72.2669866304
79.0	0.0141609103445	-74.3495238963
80.0	0.0138200703793	-76.2551224430
81.0	0.0135268559286	-78.0132785714
82.0	0.0132767868155	-79.6485354442
83.0	0.0130659353456	-81.1814702338
84.0	0.012890906932	-82.6294886228
85.0	0.0127487998624	-84.0074613208
86.0	0.0126371576349	-85.3282341652
87.0	0.0125539212542	-86.6030385113
88.0	0.0124973846496	-87.8418235428
89.0	0.0124661549721	-89.0535278904
90.0	0.0124591179639	-90.2463041276
91.0	0.0124754082429	-91.4277070631
92.0	0.0125143840411	-92.6048541898
93.0	0.0125756057411	-93.7845651444
94.0	0.0126588174779	-94.9734855473
95.0	0.0127639311295	-96.1781994592
96.0	0.0128910118447	-97.4053341199
97.0	0.0130402642192	-98.6616597208
98.0	0.013212018095	-99.9541864272
99.0	0.0134067128524	-101.290260521
100.0	0.0136248784376	-102.677574056
