	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.00417851921258	68.1561208718
51.0	0.00449565469901	66.6458259778
52.0	0.00484852113524	64.9583358511
53.0	0.00524242607374	63.0618140408
54.0	0.00568338339465	60.9173962392
55.0	0.00617801728755	58.4776214926
56.0	0.00673325540984	55.6847238030
57.0	0.00735562827108	52.4690521354
58.0	0.00804987608903	48.7482446708
59.0	0.00881642588752	44.4284356351
60.0	0.00964723375751	39.4098192381
61.0	0.0105197723391	33.6001609695
62.0	0.0113901582851	26.9403136312
63.0	0.0121891341017	19.4427580504
64.0	0.0128278908368	11.2340168910
65.0	0.0132197296725	2.57603392951
66.0	0.0133124212512	-6.16351368292
67.0	0.0131110561535	-14.5952341047
68.0	0.0126732240669	-22.4045128351
69.0	0.0120815066694	-29.4068183431
70.0	0.0114146745862	-35.5452467526
71.0	0.0107321185691	-40.8532438673
72.0	0.0100714747399	-45.4123921023
73.0	0.009452957835	-49.3210321757
74.0	0.0088850833506	-52.6760404909
75.0	0.00836938967986	-55.5643551188
76.0	0.00790366780223	-58.0602492675
77.0	0.00748394922091	-60.2254815165
78.0	0.0071056430035	-62.1106443550
79.0	0.00676414393184	-63.7568486664
80.0	0.00645513114232	-65.1973507174
81.0	0.00617469354549	-66.4589709670
82.0	0.00591936265045	-67.5632693798
83.0	0.00568609875758	-68.5274911430
84.0	0.00547225607523	-69.3653135814
85.0	0.00527554057144	-70.0874282879
86.0	0.0050939676645	-70.7019889679
87.0	0.00492582329993	-71.2149507600
88.0	0.00476962991254	-71.6303219512
89.0	0.00462411776679	-71.9503446116
90.0	0.0044882017748	-72.1756174470
91.0	0.00436096357114	-72.3051720730
92.0	0.00424163878935	-72.3365124656
93.0	0.00412960935811	-72.2656278046
94.0	0.00402440101032	-72.0869901962
95.0	0.00392568607157	-71.7935522113
96.0	0.00383329206362	-71.3767653526
97.0	0.00374721650147	-70.8266488528
98.0	0.00366764853432	-70.1319517107
99.0	0.00359499793339	-69.2804675464
100.0	0.00352993165086	-68.2595248105
