	Frequency [Hz]	Amplitude [m/s]	Phase Angle [deg]
50.0	0.145792506105	-90.1183877189
51.0	0.143015644584	-90.1365041508
52.0	0.140350724206	-90.1580950976
53.0	0.137791405599	-90.1839862520
54.0	0.135331512055	-90.2152188625
55.0	0.132964799909	-90.2530953292
56.0	0.130684628255	-90.2992162063
57.0	0.128483487366	-90.3554820033
58.0	0.126352347352	-90.4240037257
59.0	0.124279840721	-90.5068163378
60.0	0.122251455553	-90.6052235355
61.0	0.120249291315	-90.7185683744
62.0	0.118253539562	-90.8423771505
63.0	0.116247260576	-90.9664410339
64.0	0.114224844976	-91.0745424658
65.0	0.112200386147	-91.1481045531
66.0	0.110207801405	-91.1737456524
67.0	0.108288212743	-91.1499645505
68.0	0.10647241727	-91.0872157661
69.0	0.104771625626	-91.0016817411
70.0	0.103180176466	-90.9083872401
71.0	0.10168376328	-90.8177362979
72.0	0.100266440543	-90.7353703484
73.0	0.0989142596153	-90.6634953681
74.0	0.0976163272253	-90.6023096947
75.0	0.0963645963988	-90.5510332707
76.0	0.0951532551248	-90.5085198584
77.0	0.0939781098446	-90.4735757810
78.0	0.0928360914357	-90.4451048082
79.0	0.0917248986002	-90.4221604719
80.0	0.0906427497972	-90.4039534355
81.0	0.0895882179934	-90.3898394189
82.0	0.0885601194063	-90.3793005150
83.0	0.0875574405946	-90.3719258875
84.0	0.0865792900716	-90.3673943553
85.0	0.0856248656308	-90.3654597057
86.0	0.0846934330549	-90.3659387708
87.0	0.083784310864	-90.3687020377
88.0	0.0828968604279	-90.3736664273
89.0	0.0820304786005	-90.3807899194
90.0	0.081184591943	-90.3900677169
91.0	0.0803586529704	-90.4015297166
92.0	0.0795521361683	-90.4152390990
93.0	0.0787645346562	-90.4312918831
94.0	0.0779953568779	-90.4498173613
95.0	0.0772441229236	-90.4709793188
96.0	0.0765103603301	-90.4949779873
97.0	0.075793599029	-90.5220526799
98.0	0.0750933654714	-90.5524850452
99.0	0.0744091746145	-90.5866028603
100.0	0.0737405211441	-90.6247076780
