	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.0153755495942	7.18940453863
52.0	0.0140879228763	9.55834219201
53.0	0.0124375662677	13.2493252570
54.0	0.0104065403264	19.5619043915
55.0	0.00809693802077	31.8796600319
56.0	0.00615370239453	59.0006000633
57.0	0.00671725528528	102.918099729
58.0	0.0110273189278	132.042873899
59.0	0.0180623664113	145.076533814
60.0	0.0275907246408	151.397571916
61.0	0.0400854582627	154.724324997
62.0	0.0564749909429	156.435199083
63.0	0.078241429187	157.085162859
64.0	0.107750607522	156.875339780
65.0	0.148937428451	155.793326687
66.0	0.208745747428	153.612761008
67.0	0.300333634325	149.757929182
68.0	0.450366121722	142.882037541
69.0	0.710898590285	129.679375704
70.0	1.10395744070	103.109627003
71.0	1.24638158401	64.3884366726
72.0	1.01224027960	37.0992713582
73.0	0.805307970578	23.3437094457
74.0	0.676847801312	15.9723553418
75.0	0.596644860651	11.5467605562
76.0	0.54447607909	8.63986689883
77.0	0.509478131368	6.59877721968
78.0	0.485671036029	5.09113569164
79.0	0.469579255464	3.93221995331
80.0	0.459075045084	3.01193122544
81.0	0.452797464047	2.26086646248
82.0	0.449845012124	1.63322743174
83.0	0.449604503115	1.09761583760
84.0	0.451651336778	0.631791817254
85.0	0.455689051581	0.219545799773
86.0	0.461511458617	-0.151244785508
87.0	0.46897829544	-0.48986558593
88.0	0.477999271484	-0.803594700952
89.0	0.488523514042	-1.09826866053
90.0	0.500532626773	-1.37867901852
91.0	0.514036241524	-1.64885767386
92.0	0.529069406276	-1.91228780779
93.0	0.545691370875	-2.17206468017
94.0	0.56398554472	-2.43102260401
95.0	0.584060496697	-2.69183955579
96.0	0.606051978401	-2.95712783745
97.0	0.630126027832	-3.22951727697
98.0	0.656483298866	-3.51173655225
99.0	0.685364844957	-3.80669773983
100.0	0.717059710976	-4.11758592150
