	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.772776035615	175.230645966
52.0	0.856376350201	174.968013939
53.0	0.951424721887	174.679515277
54.0	1.06008007998	174.360570091
55.0	1.18505577708	174.005439904
56.0	1.32980702444	173.606835637
57.0	1.49879921632	173.155355232
58.0	1.69790072768	172.638658294
59.0	1.93497257314	172.040223030
60.0	2.22077919240	171.337417531
61.0	2.57044195783	170.498403483
62.0	3.00584753101	169.476963957
63.0	3.55981544255	168.203450148
64.0	4.28368196991	166.568030702
65.0	5.26192103907	164.387562252
66.0	6.64218618118	161.334581667
67.0	8.70082077677	156.769855452
68.0	11.9861077025	149.304737635
69.0	17.5124975553	135.604848135
70.0	25.3343008371	108.609584846
71.0	26.7934513011	69.5198418590
72.0	20.4822841117	41.9081052068
73.0	15.4034380117	27.8676123260
74.0	12.2840778627	20.2425185455
75.0	10.3091675520	15.5893108753
76.0	8.98370192961	12.4768982872
77.0	8.04929342660	10.2491322747
78.0	7.36561161857	8.57100620350
79.0	6.85164800109	7.25561453774
80.0	6.45792436713	6.19104369165
81.0	6.15273955801	5.30636927326
82.0	5.91496156006	4.55450755405
83.0	5.73003915800	3.90296623422
84.0	5.58768638861	3.32856800651
85.0	5.48048107047	2.81429492454
86.0	5.40298566911	2.34732313966
87.0	5.35117881899	1.91775517398
88.0	5.32207832652	1.51777622314
89.0	5.31348601402	1.14107649444
90.0	5.32381254106	0.782445011936
91.0	5.35195629615	0.43747634961
92.0	5.39722000971	0.102353082147
93.0	5.45925464859	-0.226320550917
94.0	5.53802379024	-0.55165026794
95.0	5.63378437040	-0.876560306317
96.0	5.74708125146	-1.20388740663
97.0	5.87875447414	-1.5364668764
98.0	6.02995900983	-1.87721634068
99.0	6.20219803929	-2.22922236871
100.0	6.39737166881	-2.59583314555
