	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.773261180254	175.204188416
52.0	0.857181871024	174.942527176
53.0	0.952603470064	174.655061370
54.0	1.06169368987	174.337211072
55.0	1.18717672626	173.983237821
56.0	1.33252135984	173.585852563
57.0	1.50221024596	173.135653297
58.0	1.70213413265	172.620299787
59.0	1.94018360898	172.023270393
60.0	2.22716315981	171.321933452
61.0	2.57824984154	170.484450923
62.0	3.01541023655	169.464606257
63.0	3.57158282821	168.192751064
64.0	4.29828882049	166.559054523
65.0	5.28030483405	164.380373844
66.0	6.66581100162	161.329246605
67.0	8.73213155752	156.766440040
68.0	12.0294829856	149.303309156
69.0	17.5758398258	135.605474813
70.0	25.4253206208	108.612336010
71.0	26.8884536393	69.5247881416
72.0	20.5534709494	41.9153185965
73.0	15.4555289338	27.8771663255
74.0	12.3241738806	20.2544883796
75.0	10.3413529631	15.6037736105
76.0	9.01025094629	12.4939330563
77.0	8.07153634956	10.2688204109
78.0	7.38436373989	8.59343153083
79.0	6.86742402786	7.28086353090
80.0	6.47105177357	6.21920576122
81.0	6.16342189387	5.33753699521
82.0	5.92331564185	4.58877700262
83.0	5.73611763510	3.94043725453
84.0	5.59149181907	3.36934457538
85.0	5.48197474962	2.85848551697
86.0	5.40209307873	2.39504113261
87.0	5.34779279750	1.96911928062
88.0	5.31606056490	1.57291097254
89.0	5.30466729581	1.20011277424
90.0	5.31199193932	0.845520646906
91.0	5.33689948939	0.504736739132
92.0	5.37865666399	0.173951916327
93.0	5.43687492499	-0.150220509381
94.0	5.51147388427	-0.470876307888
95.0	5.60266094894	-0.790928793976
96.0	5.71092459345	-1.11320270386
97.0	5.83704007471	-1.44052012727
98.0	5.98208733345	-1.77578410966
99.0	6.14748195951	-2.12206510500
100.0	6.33502097091	-2.48269354730
