Frequency	Amplitude	Phase Angle [deg]
50.0	1.73648148654e-05	-25.5932992693
51.0	1.85363324729e-05	-27.2218369608
52.0	1.9846766951e-05	-29.0314083875
53.0	2.13168908806e-05	-31.0540905683
54.0	2.29702911912e-05	-33.3290055670
55.0	2.48330218407e-05	-35.9038907949
56.0	2.69324469412e-05	-38.8368088764
57.0	2.92945667337e-05	-42.1977294497
58.0	3.19386676372e-05	-46.0693572167
59.0	3.48675980774e-05	-50.5459270674
60.0	3.80516972937e-05	-55.7276426584
61.0	4.14054958016e-05	-61.7071678292
62.0	4.47609907124e-05	-68.5441138576
63.0	4.78518347145e-05	-76.2265017353
64.0	5.0335505449e-05	-84.6283524579
65.0	5.18768243295e-05	-93.4883118874
66.0	5.22731529617e-05	-102.439343243
67.0	5.15431365462e-05	-111.092751097
68.0	4.99084904798e-05	-119.134679313
69.0	4.76878382762e-05	-126.381423580
70.0	4.51853101775e-05	-132.776983482
71.0	4.26302404869e-05	-138.355793131
72.0	4.01679151902e-05	-143.200517873
73.0	3.78763050893e-05	-147.410686830
74.0	3.57881940305e-05	-151.084482703
75.0	3.39094461494e-05	-154.310282020
76.0	3.22314992949e-05	-157.163944607
77.0	3.07390523794e-05	-159.708982176
78.0	2.94144596503e-05	-161.997927875
79.0	2.82400779185e-05	-164.074044742
80.0	2.71994163749e-05	-165.972980039
81.0	2.6277616471e-05	-167.724215680
82.0	2.54615737072e-05	-169.352279433
83.0	2.47398792906e-05	-170.877732148
84.0	2.41026800388e-05	-172.317962022
85.0	2.35415096472e-05	-173.687821084
86.0	2.30491186278e-05	-175.000135213
87.0	2.26193158141e-05	-176.266114368
88.0	2.22468269245e-05	-177.495684845
89.0	2.19271710551e-05	-178.697760655
90.0	2.16565546545e-05	-179.880467961
91.0	2.14317812743e-05	178.948970947
92.0	2.12501745135e-05	177.782861024
93.0	2.11095127728e-05	176.614719707
94.0	2.10079733168e-05	175.437937021
95.0	2.09440836816e-05	174.245967391
96.0	2.09166788511e-05	173.032225260
97.0	2.09248621401e-05	171.789985577
98.0	2.09679678826e-05	170.512287104
99.0	2.10455241449e-05	169.191836748
100.0	2.11572126136e-05	167.820771834
