Frequency	Amplitude	Phase Angle [deg]
50.0	1.72722715073e-05	-25.7419810397
51.0	1.84463735573e-05	-27.3736926935
52.0	1.97599881702e-05	-29.1864800709
53.0	2.12340230188e-05	-31.2124237958
54.0	2.28922345732e-05	-33.4906495997
55.0	2.47608896461e-05	-36.0688986045
56.0	2.68676183555e-05	-39.0052375637
57.0	2.92387494407e-05	-42.3696402409
58.0	3.18939657612e-05	-46.2448157259
59.0	3.48365723952e-05	-50.7250034005
60.0	3.80373905427e-05	-55.9104117952
61.0	4.14113704815e-05	-61.8937096424
62.0	4.47907025443e-05	-68.7345135268
63.0	4.79087670322e-05	-76.4208498038
64.0	5.04220744813e-05	-84.8267452645
65.0	5.19937583871e-05	-93.6908517622
66.0	5.24191264115e-05	-102.646138801
67.0	5.17150452956e-05	-111.303917534
68.0	5.01022518914e-05	-119.350338863
69.0	4.7899281019e-05	-126.601705720
70.0	4.54107859696e-05	-133.002025468
71.0	4.28668746866e-05	-138.585740166
72.0	4.04136026951e-05	-143.435523868
73.0	3.81295895431e-05	-147.650914703
74.0	3.604812093e-05	-151.330104902
75.0	3.41754322569e-05	-154.561481044
76.0	3.25032302962e-05	-157.420913690
77.0	3.10164078064e-05	-159.971925844
78.0	2.96974596639e-05	-162.267062650
79.0	2.85288465823e-05	-164.349599916
80.0	2.74941564344e-05	-166.255198463
81.0	2.65785924139e-05	-168.013354591
82.0	2.57691006105e-05	-169.648611464
83.0	2.50543156188e-05	-171.181546254
84.0	2.44244233234e-05	-172.629564643
85.0	2.38709943129e-05	-174.007537341
86.0	2.33868151655e-05	-175.328310185
87.0	2.29657312965e-05	-176.603114531
88.0	2.26025061671e-05	-177.841899563
89.0	2.22926987096e-05	-179.053603910
90.0	2.20325578947e-05	179.753923932
91.0	2.18189328456e-05	178.572520996
92.0	2.16491965206e-05	177.395373870
93.0	2.15211808179e-05	176.215662915
94.0	2.14331210138e-05	175.026742512
95.0	2.1383607711e-05	173.822028600
96.0	2.1371544339e-05	172.594893939
97.0	2.13961083475e-05	171.338568339
98.0	2.14567141637e-05	170.046041632
99.0	2.15529759704e-05	168.709967539
100.0	2.16846675237e-05	167.322425944
