Frequency	Amplitude	Phase Angle [deg]
50.0	0.000464087082039	179.879706057
51.0	0.000446323928257	179.861197209
52.0	0.000429586787022	179.839130984
53.0	0.000413798532397	179.812661431
54.0	0.000398888210552	179.780721725
55.0	0.000384789799259	179.741977439
56.0	0.000371440809231	179.694788591
57.0	0.00035878062758	179.637207740
58.0	0.00034674852634	179.567071503
59.0	0.000335281414407	179.482293885
60.0	0.000324311842353	179.381537187
61.0	0.000313767705241	179.265471088
62.0	0.000303576509966	179.138674227
63.0	0.000293677764351	179.011601077
64.0	0.000284043601786	178.900866519
65.0	0.000274697285983	178.825512696
66.0	0.000265709665996	178.799270300
67.0	0.000257164931012	178.823700546
68.0	0.000249117578133	178.888105090
69.0	0.000241572649681	178.975901979
70.0	0.000234495565476	179.071685866
71.0	0.00022783380877	179.164784193
72.0	0.000221534047591	179.249407175
73.0	0.000215550323063	179.323288948
74.0	0.000209845888537	179.386223799
75.0	0.000204392143321	179.439010467
76.0	0.000199166785597	179.482823977
77.0	0.000194152096738	179.518888496
78.0	0.000189333617255	179.548328586
79.0	0.000184699200325	179.572115430
80.0	0.000180238365805	179.591059226
81.0	0.00017594186056	179.605821534
82.0	0.000171801365533	179.616934423
83.0	0.000167809294486	179.624820258
84.0	0.000163958657361	179.629809565
85.0	0.000160242962156	179.632156093
86.0	0.000156656145587	179.632049052
87.0	0.000153192520728	179.629622755
88.0	0.000149846736636	179.624964029
89.0	0.000146613745715	179.618117745
90.0	0.000143488778073	179.609090770
91.0	0.000140467317852	179.597854572
92.0	0.000137545083256	179.584346694
93.0	0.000134718008365	179.568471229
94.0	0.000131982225458	179.550098402
95.0	0.000129334049121	179.529063352
96.0	0.000126769958385	179.505164151
97.0	0.000124286581162	179.478159153
98.0	0.000121880676403	179.447763685
99.0	0.000119549114435	179.413646209
100.0	0.000117288857167	179.375272550
