Frequency	Amplitude	Phase Angle [deg]
50.0	1.33719854643e-05	-22.9957751079
51.0	1.41550261664e-05	-24.5404848231
52.0	1.50268880146e-05	-26.2634699626
53.0	1.60002190098e-05	-28.1966448295
54.0	1.70891591304e-05	-30.3789581414
55.0	1.83089772427e-05	-32.8579625973
56.0	1.96751282497e-05	-35.6915235874
57.0	2.12012566239e-05	-38.9494001383
58.0	2.28953911148e-05	-42.7140718367
59.0	2.47532571505e-05	-47.0795325903
60.0	2.674754221e-05	-52.1457280884
61.0	2.88128258575e-05	-58.0050455260
62.0	3.08291760363e-05	-64.7167991733
63.0	3.26143862803e-05	-72.2686910822
64.0	3.39425894885e-05	-80.5343992272
65.0	3.46029154762e-05	-89.2522000980
66.0	3.44820237935e-05	-98.0546587488
67.0	3.36172762518e-05	-106.552650129
68.0	3.21768355134e-05	-114.431853976
69.0	3.03843402157e-05	-121.508063832
70.0	2.84449400138e-05	-127.724735457
71.0	2.65081493242e-05	-133.115713241
72.0	2.46648690007e-05	-137.763022152
73.0	2.29606674838e-05	-141.765494933
74.0	2.14115807674e-05	-145.220556223
75.0	2.0016642722e-05	-148.215755741
76.0	1.8766218421e-05	-150.826050621
77.0	1.76469980421e-05	-153.113965389
78.0	1.66447645935e-05	-155.130952069
79.0	1.57458099896e-05	-156.919087782
80.0	1.49375784339e-05	-158.512716926
81.0	1.42088898968e-05	-159.939887709
82.0	1.35499475168e-05	-161.223547874
83.0	1.29522428203e-05	-162.382513841
84.0	1.24084202169e-05	-163.432244919
85.0	1.19121327685e-05	-164.385456627
86.0	1.14579047261e-05	-165.252604474
87.0	1.104100766e-05	-166.042264246
88.0	1.06573522326e-05	-166.761430164
89.0	1.03033955468e-05	-167.415747511
90.0	9.97606276426e-06	-168.009692834
91.0	9.67268159266e-06	-168.546712103
92.0	9.39092792684e-06	-169.029324359
93.0	9.1287813155e-06	-169.459197296
94.0	8.88448903042e-06	-169.837199869
95.0	8.65653771291e-06	-170.163435843
96.0	8.44363213731e-06	-170.437262689
97.0	8.24468030803e-06	-170.657299588
98.0	8.05878501781e-06	-170.821429781
99.0	7.88524174058e-06	-170.926803619
100.0	7.72354308059e-06	-170.969706772
