Frequency	Amplitude	Phase Angle [deg]
50.0	2.84169203481e-07	-128.142653261
51.0	2.99633280843e-07	-119.701808062
52.0	3.26728222429e-07	-111.492766307
53.0	3.67365973306e-07	-104.116925433
54.0	4.23077546725e-07	-97.9944626762
55.0	4.95242992824e-07	-93.3170837531
56.0	5.85357644397e-07	-90.1082048967
57.0	6.95173107268e-07	-88.3111929980
58.0	8.266347467e-07	-87.8547806965
59.0	9.81552194017e-07	-88.6861464827
60.0	1.16089797122e-06	-90.7786696137
61.0	1.36361010008e-06	-94.1208574306
62.0	1.58490895744e-06	-98.6887409395
63.0	1.81460819545e-06	-104.403901418
64.0	2.03670818658e-06	-111.087637099
65.0	2.23196665952e-06	-118.436645941
66.0	2.38367423147e-06	-126.050346324
67.0	2.48364393469e-06	-133.513045858
68.0	2.53417794616e-06	-140.489008108
69.0	2.54506782155e-06	-146.776666514
70.0	2.52863885584e-06	-152.305333378
71.0	2.49603536663e-06	-157.097280788
72.0	2.4556775915e-06	-161.225035399
73.0	2.41322756202e-06	-164.779619634
74.0	2.37217460364e-06	-167.852035557
75.0	2.33450176629e-06	-170.524563680
76.0	2.30122592023e-06	-172.867860834
77.0	2.27277785492e-06	-174.940975873
78.0	2.24925046644e-06	-176.792596228
79.0	2.230553639e-06	-178.462656797
80.0	2.21650800773e-06	-179.983913479
81.0	2.20690020969e-06	178.616976826
82.0	2.20151455956e-06	177.317082957
83.0	2.20015050317e-06	176.098081965
84.0	2.20263167391e-06	174.944285728
85.0	2.20881006133e-06	173.842339736
86.0	2.21856742826e-06	172.780739199
87.0	2.23181522532e-06	171.749440577
88.0	2.24849379825e-06	170.739547910
89.0	2.26857126861e-06	169.743056771
90.0	2.29204238633e-06	168.752643113
91.0	2.31892743584e-06	167.761486170
92.0	2.34927126068e-06	166.763117497
93.0	2.38314244045e-06	165.751289642
94.0	2.42063253312e-06	164.719859005
95.0	2.46185537738e-06	163.662679151
96.0	2.50694633075e-06	162.573500708
97.0	2.55606134297e-06	161.445875611
98.0	2.60937567007e-06	160.273062976
99.0	2.66708205567e-06	159.047935614
100.0	2.72938803223e-06	157.762752027
