Frequency	Amplitude	Phase Angle [deg]
50.0	1.70329060742e-05	-25.8786381644
51.0	1.8198743768e-05	-27.5131474099
52.0	1.95033729522e-05	-29.3287652248
53.0	2.09676346176e-05	-31.3575753850
54.0	2.26152240628e-05	-33.6387068347
55.0	2.44723632666e-05	-36.2199041240
56.0	2.65666733168e-05	-39.1592374545
57.0	2.89245421456e-05	-42.5266843016
58.0	3.15658331183e-05	-46.4049575599
59.0	3.44942341582e-05	-50.8883006092
60.0	3.76812651325e-05	-56.0769260429
61.0	4.10430231838e-05	-62.0635071263
62.0	4.44133878518e-05	-68.9076647406
63.0	4.75278997492e-05	-76.5974300919
64.0	5.00452959315e-05	-85.0068348557
65.0	5.16302254305e-05	-93.8745360532
66.0	5.2077988183e-05	-102.833508623
67.0	5.14036921716e-05	-111.495069401
68.0	4.98251987682e-05	-119.545375110
69.0	4.76580876584e-05	-126.800735042
70.0	4.52047353354e-05	-133.205162986
71.0	4.26938716665e-05	-138.793108087
72.0	4.02709293697e-05	-143.647251462
73.0	3.8014404426e-05	-147.867138914
74.0	3.59577354314e-05	-151.550970695
75.0	3.41074369707e-05	-154.787141979
76.0	3.24555335448e-05	-157.651532235
77.0	3.09872294369e-05	-160.207673955
78.0	2.96853047135e-05	-162.508122368
79.0	2.85324722568e-05	-164.596163873
80.0	2.75125392782e-05	-166.507470659
81.0	2.66108984319e-05	-168.271550974
82.0	2.58146594881e-05	-169.912960784
83.0	2.51125990059e-05	-171.452290848
84.0	2.44950269954e-05	-172.906961286
85.0	2.39536236484e-05	-174.291858258
86.0	2.34812735468e-05	-175.619844084
87.0	2.30719109573e-05	-176.902167736
88.0	2.27203811163e-05	-178.148797270
89.0	2.24223194183e-05	-179.368691517
90.0	2.21740475001e-05	179.430279358
91.0	2.19724846773e-05	178.239929120
92.0	2.18150727551e-05	177.053419318
93.0	2.1699712165e-05	175.863903380
94.0	2.16247072881e-05	174.664706665
95.0	2.15887192739e-05	173.449213788
96.0	2.15907242034e-05	172.210763665
97.0	2.16299749985e-05	170.942549505
98.0	2.17059649992e-05	169.637521518
99.0	2.18183910067e-05	168.288290409
100.0	2.19671136657e-05	166.886889885
