Frequency	Amplitude	Phase Angle [deg]
51.0	0.000786936697401	-4.64956072174
52.0	0.000839421316339	-5.05756678697
53.0	0.000900599618857	-5.53160073368
54.0	0.00097276917666	-6.08933435469
55.0	0.00105910940091	-6.75530949324
56.0	0.00116414424064	-7.56461014116
57.0	0.00129452551696	-8.56914765867
58.0	0.00146042380802	-9.84899060143
59.0	0.0016781392759	-11.5341008029
60.0	0.00197532753761	-13.8493210504
61.0	0.00240222273064	-17.2165697782
62.0	0.00305722217638	-22.5145752844
63.0	0.00414222010319	-31.8217179555
64.0	0.00596798469471	-50.5262215115
65.0	0.00760157762571	-87.2386613620
66.0	0.00609492941979	-125.565934592
67.0	0.00415636634542	-145.713147576
68.0	0.00299886840932	-155.625361716
69.0	0.00230720441122	-161.194995578
70.0	0.00186046764121	-164.701073044
71.0	0.00155156018044	-167.094771125
72.0	0.00132638136037	-168.827467580
73.0	0.001155424235	-170.137491875
74.0	0.00102142930366	-171.161606949
75.0	0.000913693360687	-171.983583778
76.0	0.000825251171451	-172.657474400
77.0	0.000751385127065	-173.219659800
78.0	0.00068879108156	-173.695495632
79.0	0.000635088198632	-174.103176224
80.0	0.000588518691639	-174.456082979
81.0	0.000547757157992	-174.764266337
82.0	0.000511785666908	-175.035411679
83.0	0.000479809658741	-175.275486680
84.0	0.000451199941363	-175.489185810
85.0	0.000425451816479	-175.680241993
86.0	0.00040215572577	-175.851649094
87.0	0.000380975800266	-176.005823160
88.0	0.000361633940515	-176.144720622
89.0	0.00034389783181	-176.269925620
90.0	0.000327571803313	-176.382714675
91.0	0.000312489772462	-176.484104257
92.0	0.000298509734586	-176.574885039
93.0	0.000285509415389	-176.655645398
94.0	0.000273382802864	-176.726785667
95.0	0.00026203735208	-176.788523967
96.0	0.000251391708939	-176.840893721
97.0	0.000241373833149	-176.883732277
98.0	0.000231919431442	-176.916659259
99.0	0.000222970629653	-176.939042302
100.0	0.00021447482392	-176.949796975
