Frequency	Amplitude	Phase Angle [deg]
51.0	0.00053132072662	-4.53115045219
52.0	0.000565745682557	-4.93505422991
53.0	0.000605865316958	-5.40485914314
54.0	0.000653184057128	-5.95823215856
55.0	0.000709783618326	-6.61971016961
56.0	0.000778625819996	-7.42437207269
57.0	0.000864065182671	-8.42412400249
58.0	0.000972758928485	-9.69902915523
59.0	0.00111537475952	-11.3790439071
60.0	0.00131000807036	-13.6890054450
61.0	0.00158951708669	-17.0508265256
62.0	0.0020182292914	-22.3432297167
63.0	0.00272798640475	-31.6445895788
64.0	0.00392080861308	-50.3431240304
65.0	0.00498153747878	-87.0494026859
66.0	0.0039839354634	-125.370316889
67.0	0.00270964877078	-145.510967404
68.0	0.00194976901948	-155.416410215
69.0	0.00149592145492	-160.979058747
70.0	0.00120285023445	-164.477932158
71.0	0.00100021624326	-166.864203244
72.0	0.000852507119285	-168.589246176
73.0	0.000740360522231	-169.891387772
74.0	0.000652453385122	-170.907389356
75.0	0.000581765065349	-171.721021706
76.0	0.000523727415256	-172.386338358
77.0	0.000475246754285	-172.939723954
78.0	0.000434156551886	-173.406540438
79.0	0.000398895868816	-173.804991684
80.0	0.000368312399962	-174.148472671
81.0	0.000341537418708	-174.447052355
82.0	0.000317903856398	-174.708440720
83.0	0.00029689115338	-174.938637513
84.0	0.000278087227316	-175.142378483
85.0	0.000261161679304	-175.323449163
86.0	0.000245846554769	-175.484910033
87.0	0.000231922288336	-175.629261016
88.0	0.000219207279689	-175.758563844
89.0	0.00020755005034	-175.874534554
90.0	0.000196823269657	-175.978614706
91.0	0.000186919150131	-176.072027232
92.0	0.000177745862026	-176.155821286
93.0	0.000169224714984	-176.230909258
94.0	0.000161287923326	-176.298098513
95.0	0.000153876821032	-176.358119874
96.0	0.000146940427966	-176.411654746
97.0	0.000140434291728	-176.459362740
98.0	0.000134319549548	-176.501911748
99.0	0.000128562168943	-176.540012940
100.0	0.00012313233587	-176.574314644
