Frequency	Amplitude	Phase Angle [deg]
51.0	1.06411578479e-05	175.354853668
52.0	1.1348047225e-05	174.949242615
53.0	1.21717562759e-05	174.477769675
54.0	1.31431460701e-05	173.922768520
55.0	1.43049219075e-05	173.259702642
56.0	1.57178474968e-05	172.453493255
57.0	1.7471265041e-05	171.452233977
58.0	1.97017735955e-05	170.175860931
59.0	2.26282879617e-05	168.494416559
60.0	2.66222066101e-05	166.183061843
61.0	3.23580822532e-05	162.819881501
62.0	4.11570074249e-05	157.526149532
63.0	5.57287563794e-05	148.223486852
64.0	8.02388671175e-05	129.523669930
65.0	0.000102129846672	92.8161218764
66.0	8.18257319196e-05	54.4939424654
67.0	5.57554379915e-05	34.3520199709
68.0	4.01941172011e-05	24.4452849955
69.0	3.08959768738e-05	18.8813078474
70.0	2.48901520902e-05	15.3810497314
71.0	2.07368229983e-05	12.9933141921
72.0	1.77087813171e-05	11.2666986685
73.0	1.54094436601e-05	9.96284241434
74.0	1.36068560447e-05	8.9449434913
75.0	1.21571876471e-05	8.12918271778
76.0	1.09668476502e-05	7.46144887493
77.0	9.97245390708e-06	6.90528860564
78.0	9.12962177231e-06	6.43525816940
79.0	8.40637689072e-06	6.03305633201
80.0	7.77912022818e-06	5.68517220876
81.0	7.23006608499e-06	5.38139879663
82.0	6.745563883e-06	5.11386163850
83.0	6.3149684912e-06	4.87636483024
84.0	5.92986133168e-06	4.66393850027
85.0	5.58350184097e-06	4.4725173508
86.0	5.27043381698e-06	4.29870619364
87.0	4.98619812543e-06	4.13960411003
88.0	4.72711995501e-06	3.99266822005
89.0	4.49014909503e-06	3.85560426820
90.0	4.272738791e-06	3.72627460757
91.0	4.07275286989e-06	3.60261684059
92.0	3.88839409932e-06	3.48256758754
93.0	3.71814865135e-06	3.36398677565
94.0	3.56074303852e-06	3.24457821200
95.0	3.41511090721e-06	3.12180218550
96.0	3.28036781456e-06	2.99277563494
97.0	3.15579270932e-06	2.85415481113
98.0	3.04081528133e-06	2.70199460802
99.0	2.93500872262e-06	2.53157767414
100.0	2.83808784537e-06	2.33720311724
