Frequency	Amplitude	Phase Angle [deg]
51.0	2.19926706201e-06	176.627293022
52.0	2.29984572743e-06	176.292809199
53.0	2.41663213567e-06	175.897662603
54.0	2.55388057005e-06	175.424727825
55.0	2.71747217913e-06	174.850083066
56.0	2.91576482649e-06	174.139350896
57.0	3.16102866079e-06	173.241428626
58.0	3.47198773239e-06	172.077177623
59.0	3.878572762e-06	170.517710829
60.0	4.43138275889e-06	168.339434391
61.0	5.22183411608e-06	165.121889952
62.0	6.42738459528e-06	159.988066612
63.0	8.40526290859e-06	150.861618577
64.0	1.16623224305e-05	132.356750566
65.0	1.42702345535e-05	95.8658098345
66.0	1.09618593509e-05	57.7854488109
67.0	7.14010466926e-06	37.9149155478
68.0	4.90407089169e-06	28.3145505658
69.0	3.57804331739e-06	23.0987196955
70.0	2.72443507792e-06	19.9970401565
71.0	2.13496404801e-06	18.0695143325
72.0	1.70533964648e-06	16.8794884947
73.0	1.37899104202e-06	16.2084256947
74.0	1.12296153664e-06	15.9468044460
75.0	9.16887040912e-07	16.0493932093
76.0	7.47569509157e-07	16.5184622261
77.0	6.0612365785e-07	17.4031933885
78.0	4.86395290657e-07	18.8144524987
79.0	3.84056236195e-07	20.9637260484
80.0	2.96101025774e-07	24.2532860751
81.0	2.20654791742e-07	29.4928168274
82.0	1.57213185564e-07	38.4499773236
83.0	1.07940081832e-07	55.1061749194
84.0	8.08794118026e-08	85.1478485327
85.0	8.50141786609e-08	119.970515185
86.0	1.10006060188e-07	142.161099337
87.0	1.41228654824e-07	153.996299942
88.0	1.72684724085e-07	160.794462957
89.0	2.02444559168e-07	165.111335331
90.0	2.29866770507e-07	168.090507860
91.0	2.54732657038e-07	170.290194211
92.0	2.76965366812e-07	172.010792177
93.0	2.96526433004e-07	173.429085802
94.0	3.1337261841e-07	174.658391486
95.0	3.27435489609e-07	175.778200360
96.0	3.3861012972e-07	176.850359177
97.0	3.46747717861e-07	177.929138974
98.0	3.51649932082e-07	179.068799455
99.0	3.53064897004e-07	-179.669441295
100.0	3.50685941843e-07	-178.207090370
