	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	1.83346126341	-3.44469739552
52.0	1.99441795799	-3.77030103269
53.0	2.17804335463	-4.15451196612
54.0	2.39006466540	-4.61407656441
55.0	2.63838931007	-5.17245854111
56.0	2.93424553477	-5.86347867361
57.0	3.29411148737	-6.73755919229
58.0	3.74313610411	-7.87300149589
59.0	4.32154973250	-9.39765515428
60.0	5.09746543358	-11.5338181872
61.0	6.19427022459	-14.7003166113
62.0	7.85264623052	-19.7720849470
63.0	10.5622574905	-28.8228000753
64.0	15.0506378503	-47.2347857167
65.0	18.8807303959	-83.6111192728
66.0	14.8399017060	-121.549027396
67.0	9.86749242435	-141.240934865
68.0	6.89955892342	-150.614953286
69.0	5.10774478084	-155.540344874
70.0	3.93006807223	-158.263681977
71.0	3.09611787125	-159.689282335
72.0	2.46983601008	-160.198408316
73.0	1.97730014389	-159.919880271
74.0	1.57559190657	-158.810234819
75.0	1.23864921306	-156.636846829
76.0	0.950647456138	-152.852290838
77.0	0.70351470088	-146.237344137
78.0	0.498647605253	-133.976323079
79.0	0.357049425889	-110.380609078
80.0	0.328006376046	-74.9495539911
81.0	0.417015494147	-46.7539488913
82.0	0.563320833779	-31.5602781325
83.0	0.730085428468	-23.3499483648
84.0	0.905167581214	-18.4793549762
85.0	1.08495912032	-15.3471089822
86.0	1.26867088873	-13.2096657504
87.0	1.45656246143	-11.6876927485
88.0	1.64933801622	-10.5708577948
89.0	1.84792128233	-9.73439583141
90.0	2.05336992627	-9.10020461848
91.0	2.26684736041	-8.61725075525
92.0	2.48962104386	-8.25103819451
93.0	2.72307479119	-7.97763198954
94.0	2.96873009345	-7.78011022664
95.0	3.22827472645	-7.64637783386
96.0	3.50359864166	-7.56777906700
97.0	3.79683816047	-7.53819796631
98.0	4.11043042191	-7.55346881052
99.0	4.44718080525	-7.61099213338
100.0	4.81034728839	-7.70948727897
