	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.366433675149	-173.064931209
52.0	0.337870086331	-170.551524693
53.0	0.299535764606	-166.468373563
54.0	0.250703860312	-159.097313415
55.0	0.195462076704	-143.748445953
56.0	0.161362772517	-109.923851161
57.0	0.219443889916	-67.7404979604
58.0	0.388712612016	-45.8433344896
59.0	0.661337665599	-36.7721327148
60.0	1.07047477561	-33.2975269289
61.0	1.69787122311	-33.1218937168
62.0	2.71533350849	-36.0500529813
63.0	4.49983636479	-43.6696273562
64.0	7.76978312639	-61.1163982100
65.0	11.6738569391	-96.8587949526
66.0	10.9019405022	-134.417883180
67.0	8.56992517784	-153.944006026
68.0	7.06657674667	-163.345699447
69.0	6.1683459276	-168.490119080
70.0	5.60835869350	-171.638279983
71.0	5.24541338015	-173.728191562
72.0	5.00543305805	-175.201394722
73.0	4.84716802587	-176.288734970
74.0	4.74619815754	-177.121192447
75.0	4.68728662788	-177.778011096
76.0	4.66050707033	-178.309660460
77.0	4.65916375574	-178.749661978
78.0	4.67861449232	-179.121074148
79.0	4.71557346329	-179.440238660
80.0	4.76768182416	-179.719041139
81.0	4.83323431199	-179.966327379
82.0	4.91100018350	179.811484427
83.0	5.00010322493	179.608577477
84.0	5.09993983144	179.421144515
85.0	5.21012243821	179.245880722
86.0	5.33044022755	179.080080292
87.0	5.46083198907	178.921485274
88.0	5.60136785846	178.768173154
89.0	5.75223764187	178.618471396
90.0	5.91374442308	178.470890871
91.0	6.08630247775	178.324072516
92.0	6.27043899647	178.176743113
93.0	6.46679940648	178.027677125
94.0	6.67615629502	177.875662164
95.0	6.89942214445	177.719466051
96.0	7.13766640112	177.557803611
97.0	7.39213757518	177.389301370
98.0	7.66429142225	177.212458104
99.0	7.95582669166	177.025598894
100.0	8.26873039091	176.826670300
