	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.0318322401086	172.035289497
52.0	0.0371686158584	171.633837967
53.0	0.0435916369294	171.163440347
54.0	0.0514037693428	170.606517620
55.0	0.061025230359	169.938605116
56.0	0.0730563464866	169.124681711
57.0	0.0883835520916	168.112885615
58.0	0.108368560284	166.823185391
59.0	0.135205842933	165.125644534
60.0	0.172644886875	162.795434341
61.0	0.22756358894	159.410639586
62.0	0.313647629111	154.092524516
63.0	0.459882001293	144.762690904
64.0	0.716528353204	126.032886683
65.0	0.986318042356	89.2924976596
66.0	0.854132105863	50.9345771847
67.0	0.62873682233	30.7539584456
68.0	0.489425365668	20.8055081847
69.0	0.406054035767	15.1967240906
70.0	0.352941321876	11.6484860322
71.0	0.317149975874	9.20950746106
72.0	0.292033200147	7.42828691231
73.0	0.273932905026	6.06635591094
74.0	0.260699537382	4.98679599379
75.0	0.250998570898	4.10566268366
76.0	0.243963540708	3.36871079611
77.0	0.239011287646	2.73934456684
78.0	0.235738053283	2.19196973145
79.0	0.233858245117	1.70812688173
80.0	0.233166880507	1.27414008688
81.0	0.233515768356	0.879631422267
82.0	0.234797970983	0.516551041957
83.0	0.236937440835	0.178525102935
84.0	0.239881993266	-0.13959422529
85.0	0.243598497152	-0.44204686947
86.0	0.248069587681	-0.732394922028
87.0	0.253291459195	-1.01369281162
88.0	0.259272451133	-1.28861611921
89.0	0.266032247484	-1.55956154806
90.0	0.273601574927	-1.8287267205
91.0	0.282022332494	-2.09817596659
92.0	0.291348124496	-2.36989667002
93.0	0.301645197113	-2.64584964009
94.0	0.312993803397	-2.92801638035
95.0	0.325490052473	-3.21844571565
96.0	0.339248328386	-3.51930210069
97.0	0.354404399497	-3.83291807405
98.0	0.371119390106	-4.16185348599
99.0	0.38958484648	-4.50896474703
100.0	0.410029216478	-4.87748403280
