	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
51.0	0.269854439693	-0.978878303232
52.0	0.283003487823	-1.04880093232
53.0	0.29684025973	-1.13206900832
54.0	0.31147316171	-1.23333508106
55.0	0.32704894742	-1.35950581590
56.0	0.343771965954	-1.52118493767
57.0	0.361936037661	-1.73531017572
58.0	0.381979337903	-2.03024756257
59.0	0.404582838311	-2.45630716809
60.0	0.430853448208	-3.10925256575
61.0	0.462667636519	-4.18816902256
62.0	0.503233448813	-6.15488758697
63.0	0.556956066715	-10.2232007148
64.0	0.616071009696	-19.7486834694
65.0	0.566570297667	-38.1055879532
66.0	0.367797140804	-40.3625770819
67.0	0.320255563899	-22.0713813682
68.0	0.350255766091	-11.4875344605
69.0	0.38714607505	-6.97670540499
70.0	0.420624549046	-4.84194311209
71.0	0.450781089083	-3.70305281425
72.0	0.478665919883	-3.03843548369
73.0	0.505122359952	-2.62537560331
74.0	0.530739229433	-2.35759766825
75.0	0.555925276644	-2.17963055952
76.0	0.580971998623	-2.06037600082
77.0	0.606095283811	-1.98137184442
78.0	0.631461903924	-1.93113946029
79.0	0.657206465881	-1.90227154322
80.0	0.683442506894	-1.88984478463
81.0	0.710269970599	-1.89051266032
82.0	0.737780424128	-1.90196561991
83.0	0.766060841404	-1.92259880009
84.0	0.795196482784	-1.95130155604
85.0	0.82527320166	-1.98732106651
86.0	0.8563793979	-2.03017247218
87.0	0.888607784588	-2.07957911028
88.0	0.922057074497	-2.13543287886
89.0	0.956833686158	-2.19776854469
90.0	0.993053545307	-2.26674807317
91.0	1.03084405653	-2.34265257626
92.0	1.07034633263	-2.42588041756
93.0	1.11171775751	-2.51695068314
94.0	1.15513499757	-2.61651173479
95.0	1.20079758197	-2.72535497903
96.0	1.24893221223	-2.84443442510
97.0	1.29979800016	-2.97489297858
98.0	1.35369290720	-3.11809694304
99.0	1.41096171760	-3.27568091273
100.0	1.47200602391	-3.44960309415
