	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	106.325241142	168.485582811
51.0	111.706623995	167.177904863
52.0	117.679175239	165.692882355
53.0	124.323443973	163.998676249
54.0	131.728032687	162.056418061
55.0	139.986283595	159.818640737
56.0	149.188694014	157.227570018
57.0	159.407766186	154.213544037
58.0	170.670147194	150.694186871
59.0	182.908976722	146.575615148
60.0	195.889284990	141.758001278
61.0	209.106301508	136.149084135
62.0	221.680406652	129.689684070
63.0	232.320570549	122.392243212
64.0	239.477467102	114.383237701
65.0	241.769186682	105.924556306
66.0	238.548148208	97.3838109687
67.0	230.232385780	89.1503168182
68.0	218.118434726	81.5385982504
69.0	203.829729541	74.7330813152
70.0	188.805154112	68.7905465547
71.0	174.060656606	63.6774044969
72.0	160.188921844	59.3119052496
73.0	147.465163466	55.5955132530
74.0	135.963522464	52.4311258171
75.0	125.646320952	49.7315419737
76.0	116.421947468	47.4221832029
77.0	108.178688091	45.4409367162
78.0	100.802901485	43.7367987978
79.0	94.1878917130	42.2681812839
80.0	88.2375838731	41.0012739807
81.0	82.8674546548	39.9086130215
82.0	78.0041100033	38.9678913583
83.0	73.5842697906	38.1609954921
84.0	69.5535598130	37.4732390683
85.0	65.8653096322	36.8927571129
86.0	62.4794479844	36.4100316478
87.0	59.3615295270	36.0175212048
88.0	56.4818981289	35.7093734062
89.0	53.8149788685	35.4812041024
90.0	51.3386846555	35.3299294497
91.0	49.0339236199	35.2536405821
92.0	46.8841925196	35.2515122804
93.0	44.8752448220	35.3237383076
94.0	42.9948222710	35.4714874784
95.0	41.2324420458	35.6968732917
96.0	39.5792330636	36.0029300767
97.0	38.0278156948	36.3935864116
98.0	36.5722216798	36.8736242926
99.0	35.2078506438	37.4486072263
100.0	33.9314609984	38.1247236221
