	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	106.419716677	168.466222387
51.0	111.813509435	167.156920306
52.0	117.800287242	165.670161331
53.0	124.460910251	163.974099855
54.0	131.884348137	162.029860580
55.0	140.164369834	159.789969241
56.0	149.391956439	157.196643942
57.0	159.640134634	154.180214827
58.0	170.936070138	150.658297595
59.0	183.213318491	146.536999951
60.0	196.237041973	141.716484923
61.0	209.502026975	136.104481494
62.0	222.127245580	129.641799600
63.0	232.818943550	122.340870322
64.0	240.023768800	114.328158273
65.0	242.355241897	105.865539735
66.0	239.162139211	97.3206137142
67.0	230.861152824	89.0826815232
68.0	218.750048241	81.4662529472
69.0	204.455147152	74.6557384944
70.0	189.418600555	68.7079023269
71.0	174.659135830	63.5891374874
72.0	160.771427592	59.2176754461
73.0	148.031948133	55.4949610226
74.0	136.515550627	52.3238704764
75.0	126.184907194	49.6171803766
76.0	116.948535499	47.3002884718
77.0	108.694722525	45.3110563831
78.0	101.309761157	43.5984532461
79.0	94.6868570225	42.1208618745
80.0	88.7298253047	40.8444408908
81.0	83.3540319132	39.7416932434
82.0	78.4859773028	38.7902760596
83.0	74.0622838829	37.9720377336
84.0	70.0284886497	37.2722507350
85.0	66.3378410138	36.6790062257
86.0	62.9501980415	36.1827388663
87.0	59.8310500196	35.7758563855
88.0	56.9506835886	35.4524517923
89.0	54.2834723866	35.2080824526
90.0	51.8072836073	35.0396016991
91.0	49.5029849061	34.9450331963
92.0	47.3540374392	34.9234795720
93.0	45.3461638440	34.9750575426
94.0	43.4670802475	35.1008538533
95.0	41.7062836519	35.3028950588
96.0	40.0548893007	35.5841236811
97.0	38.5055115262	35.9483723849
98.0	37.0521855012	36.4003238326
99.0	35.6903263362	36.9454400395
100.0	34.4167232278	37.5898079501
