	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	5.83008006686	-21.3720367868
51.0	6.38995408632	-22.8917808882
52.0	7.01797329440	-24.5905763693
53.0	7.72476718339	-26.5003961569
54.0	8.52258915584	-28.6602522397
55.0	9.42526679213	-31.1177653507
56.0	10.4478115966	-33.9308745673
57.0	11.6053615746	-37.1694185658
58.0	12.9109059519	-40.9159629392
59.0	14.3709520873	-45.2645949655
60.0	15.9780893826	-50.3153613341
61.0	17.6997745676	-56.1607589912
62.0	19.4646859013	-62.8602213704
63.0	21.1529142075	-70.4015800487
64.0	22.6028045791	-78.6586541073
65.0	23.6469928357	-87.3698737418
66.0	24.1712868682	-96.1679718162
67.0	24.1612540043	-104.664006547
68.0	23.7008718864	-112.543858202
69.0	22.9275044327	-119.623539918
70.0	21.9799943459	-125.846748350
71.0	20.9678863205	-131.247592418
72.0	19.9641696832	-135.908387967
73.0	19.0110424296	-139.928288254
74.0	18.1291782380	-143.405071096
75.0	17.3258556563	-146.426676804
76.0	16.6007398965	-149.068494192
77.0	15.9495671531	-151.393526121
78.0	15.3663328597	-153.453755490
79.0	14.8445202240	-155.291849340
80.0	14.3777495415	-156.942808779
81.0	13.9600921938	-158.435414273
82.0	13.5861969590	-159.793431226
83.0	13.2513155704	-161.036590707
84.0	12.9512772929	-162.181376789
85.0	12.6824400362	-163.241654903
86.0	12.4416335327	-164.229173018
87.0	12.2261021269	-165.153961732
88.0	12.0334513199	-166.024655153
89.0	11.8615995997	-166.848749677
90.0	11.7087358619	-167.632813911
91.0	11.5732822961	-168.382660574
92.0	11.4538622312	-169.103488470
93.0	11.3492723769	-169.800001148
94.0	11.2584585034	-170.476507041
95.0	11.1804943420	-171.137005555
96.0	11.1145628082	-171.785261698
97.0	11.0599390319	-172.424872227
98.0	11.0159746927	-173.059324840
99.0	10.9820829868	-173.692051937
100.0	10.9577237460	-174.326332511
