	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	5.56727047451	-21.7519155918
51.0	6.10894525067	-23.2822554989
52.0	6.71723740329	-24.9918285734
53.0	7.40260660625	-26.9126118344
54.0	8.17713000030	-29.0836212039
55.0	9.05446656458	-31.5524816304
56.0	10.0494942526	-34.3771363237
57.0	11.1773022136	-37.6274281110
58.0	12.4510009656	-41.3859269346
59.0	13.8775279101	-45.7467242080
60.0	15.4504175262	-50.8098711535
61.0	17.1388509817	-56.6678689784
62.0	18.8742521105	-63.3801555744
63.0	20.5404869914	-70.9345670690
64.0	21.9801589686	-79.2049270368
65.0	23.0293769199	-87.9296703183
66.0	23.5751037597	-96.7415343751
67.0	23.6010154976	-105.251582143
68.0	23.1869024062	-113.145698544
69.0	22.4652992933	-120.239901579
70.0	21.5709780919	-126.477892640
71.0	20.6107401578	-131.893785423
72.0	19.6560706701	-136.569900681
73.0	18.7485530288	-140.605396500
74.0	17.9087873690	-144.098055450
75.0	17.1442648654	-147.135822587
76.0	16.4549900999	-149.794091469
77.0	15.8370756706	-152.135869607
78.0	15.2848843951	-154.213144383
79.0	14.7922370059	-156.068587180
80.0	14.3530544219	-157.737203204
81.0	13.9616712465	-159.247776723
82.0	13.6129651009	-160.624076738
83.0	13.3023861266	-161.885837309
84.0	13.0259358522	-163.049545033
85.0	12.7801223964	-164.129067289
86.0	12.5619071240	-165.136153092
87.0	12.3686506587	-166.080833208
88.0	12.1980620317	-166.971740727
89.0	12.0481527676	-167.816369630
90.0	11.9171962111	-168.621284474
91.0	11.8036920723	-169.392291955
92.0	11.7063356108	-170.134582518
93.0	11.6239909692	-170.852848531
94.0	11.5556680029	-171.551384060
95.0	11.5005019220	-172.234170203
96.0	11.4577353680	-172.904949274
97.0	11.4267020071	-173.567290042
98.0	11.4068115688	-174.224646264
99.0	11.3975352077	-174.880409470
100.0	11.3983911851	-175.537809013
