	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	82.2609552835	171.175620107
51.0	85.4171673288	170.067462875
52.0	88.9029227937	168.794647885
53.0	92.7590142755	167.326177283
54.0	97.0285116473	165.624096874
55.0	101.753833674	163.641934882
56.0	106.970937280	161.323002248
57.0	112.698606736	158.598822475
58.0	118.919826611	155.388316306
59.0	125.551354760	151.599021403
60.0	132.398212393	147.132669922
61.0	139.095179714	141.898715688
62.0	145.053129613	135.839867697
63.0	149.457001454	128.970651429
64.0	151.386981724	121.419845156
65.0	150.099405597	113.451884926
66.0	145.364876451	105.437206278
67.0	137.625530669	97.7682582751
68.0	127.823468649	90.7630486146
69.0	117.031027904	84.6098797618
70.0	106.141708249	79.3698507415
71.0	95.7480394366	75.0141869721
72.0	86.1654900321	71.4665100159
73.0	77.5130280197	68.6342778265
74.0	69.7920027409	66.4270730598
75.0	62.9432194306	64.7651450127
76.0	56.8822568010	63.5822037750
77.0	51.5190932705	62.8253316754
78.0	46.7679611146	62.4536836444
79.0	42.5516292382	62.4368276029
80.0	38.8027191935	62.7531008952
81.0	35.4635526181	63.3881115636
82.0	32.4853480959	64.3333862685
83.0	29.8271905746	65.5851103743
84.0	27.4549809412	67.1428765546
85.0	25.3404536761	69.0083470710
86.0	23.4602888006	71.1837407311
87.0	21.7953137570	73.6700723703
88.0	20.3297745317	76.4651212482
89.0	19.0506533657	79.5611876406
90.0	17.9470130681	82.9428160766
91.0	17.0093592702	86.5848134734
92.0	16.2290296236	90.4510116897
93.0	15.5976373565	94.4942645130
94.0	15.1066135926	98.6580326634
95.0	14.7468960945	102.879589784
96.0	14.5088001775	107.094446035
97.0	14.3820773456	111.241204999
98.0	14.3561323548	115.265926357
99.0	14.4203414831	119.125239704
100.0	14.5644041094	122.787740755
