	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	2.37566159210	161.347044119
51.0	2.58251500919	159.932115829
52.0	2.81245954742	158.342278310
53.0	3.06888809983	156.545793313
54.0	3.35565264102	154.503900288
55.0	3.67700765114	152.169247945
56.0	4.03742125509	149.484186314
57.0	4.44113810500	146.379187796
58.0	4.89130369647	142.772021182
59.0	5.38837023343	138.568960061
60.0	5.92745683258	133.670346991
61.0	6.49451093876	127.984106088
62.0	7.06188036187	121.451259548
63.0	7.58563265068	114.084470102
64.0	8.00906925840	106.010455538
65.0	8.27633439434	97.4913698024
66.0	8.35301082340	88.8951166034
67.0	8.24094214239	80.6113327300
68.0	7.97558704480	72.9548980104
69.0	7.60880394906	66.1106321037
70.0	7.19054693643	60.1357525779
71.0	6.75880573355	54.9971559549
72.0	6.33791026197	50.6136342806
73.0	5.94115334903	46.8872579172
74.0	5.57435842283	43.7216025017
75.0	5.23885465768	41.0302288186
76.0	4.93352654968	38.7394158112
77.0	4.65608420687	36.7880176807
78.0	4.40379577195	35.1261241740
79.0	4.17388354756	33.7133864315
80.0	3.96372212120	32.5174019749
81.0	3.77092486972	31.5123099839
82.0	3.59337024433	30.6776324574
83.0	3.42919728887	29.9973478963
84.0	3.27678688617	29.4591669720
85.0	3.13473771294	29.0539770252
86.0	3.00184165937	28.7754248665
87.0	2.87706100002	28.6196131805
88.0	2.75950850580	28.5848894236
89.0	2.64843080720	28.6717109987
90.0	2.54319517622	28.8825727184
91.0	2.44327963632	29.2219841185
92.0	2.34826641150	29.6964823521
93.0	2.25783857666	30.3146662700
94.0	2.17178005282	31.0872276722
95.0	2.08997890001	32.0269486468
96.0	2.01243403678	33.1486170002
97.0	1.93926538199	34.4687890670
98.0	1.87072717754	36.0053012196
99.0	1.80722395682	37.7763938179
100.0	1.74932773793	39.7992472176
