	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	104.880583315	168.570145193
51.0	110.141078185	167.266123346
52.0	115.979712001	165.784752721
53.0	122.475162863	164.094182561
54.0	129.713922049	162.155531987
55.0	137.787021942	159.921320877
56.0	146.782570473	157.333761246
57.0	156.770864978	154.323176694
58.0	167.777051564	150.807176199
59.0	179.734401855	146.691860396
60.0	192.411229638	141.877385062
61.0	205.311379692	136.271471595
62.0	217.571637888	129.814922272
63.0	227.926540113	122.520160141
64.0	234.859230028	114.513641692
65.0	237.019158719	106.057235061
66.0	233.777207053	97.5185309651
67.0	225.548811765	89.2868223906
68.0	213.608845947	81.6766108825
69.0	199.550199803	74.8722988232
70.0	184.782842015	68.9306424120
71.0	170.301038167	63.8180271461
72.0	156.683806090	59.4526772616
73.0	144.199071404	55.7360309737
74.0	132.917950156	52.5709586181
75.0	122.802269838	49.8702318648
76.0	113.761275590	47.5592445654
77.0	105.684737258	45.5758559751
78.0	98.4607135352	43.8690345024
79.0	91.9842052100	42.3971642344
80.0	86.1607247467	41.1264076480
81.0	80.9071827529	40.0292743408
82.0	76.1514551428	39.0834316623
83.0	71.8313744966	38.2707421908
84.0	67.8935356434	37.5764974759
85.0	64.2921101127	36.9888133337
86.0	60.9877585683	36.4981555548
87.0	57.9466725782	36.0969705486
88.0	55.1397526847	35.7793986742
89.0	52.5419122610	35.5410543276
90.0	50.1314957146	35.3788589954
91.0	47.8897953573	35.2909166244
92.0	45.8006537519	35.2764234025
93.0	43.8501396925	35.3356035484
94.0	42.0262873413	35.4696653747
95.0	40.3188907717	35.6807698577
96.0	38.7193472995	35.9720047635
97.0	37.2205451595	36.3473533365
98.0	35.8167909581	36.8116452285
99.0	34.5037754874	37.3704716888
100.0	33.2785739145	38.0300085776
