	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	5.48112148006	-21.7868213063
51.0	6.01506161448	-23.3182176534
52.0	6.61473199380	-25.0288693286
53.0	7.29045955353	-26.9507538217
54.0	8.05416994851	-29.1228876571
55.0	8.91935369156	-31.5928961757
56.0	9.90070983129	-34.4187231295
57.0	11.0131540323	-37.6702118263
58.0	12.2696610656	-41.4299327231
59.0	13.6771301199	-45.7919776934
60.0	15.2292548027	-50.8563984111
61.0	16.8957197278	-56.7156964894
62.0	18.6089688091	-63.4293103566
63.0	20.2545154970	-70.9850764453
64.0	21.6771172789	-79.2568187773
65.0	22.7150383101	-87.9829725111
66.0	23.2566149262	-96.7962754529
67.0	23.2855340721	-105.307790791
68.0	22.8803094955	-113.203403727
69.0	22.1715494746	-120.299132326
70.0	21.2921433532	-126.538678154
71.0	20.3474446215	-131.956154891
72.0	19.4079995853	-136.633883247
73.0	18.5148693123	-140.671020992
74.0	17.6884162327	-144.165350546
75.0	16.9360669310	-147.204816380
76.0	16.2578569778	-149.864811411
77.0	15.6499770175	-152.208342392
78.0	15.1068866873	-154.287395514
79.0	14.6225069904	-156.144640831
80.0	14.1908546116	-157.815081940
81.0	13.8063519145	-159.327501056
82.0	13.4639550401	-160.705664628
83.0	13.1591835502	-161.969303908
84.0	12.8880998079	-163.134901934
85.0	12.6472651251	-164.216321942
86.0	12.4336873095	-165.225308019
87.0	12.2447676051	-166.171885147
88.0	12.0782506477	-167.064679568
89.0	11.9321792707	-167.911177307
90.0	11.8048545403	-168.717933557
91.0	11.6948007691	-169.490744083
92.0	11.6007352746	-170.234786557
93.0	11.5215421518	-170.954738519
94.0	11.4562494512	-171.654876708
95.0	11.4040092352	-172.339162124
96.0	11.3640799801	-173.011313782
97.0	11.3358105210	-173.674873429
98.0	11.3186254341	-174.333263624
99.0	11.3120108207	-174.989839948
100.0	11.3155003547	-175.647790376
