	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	86.5129127265	170.663420234
51.0	90.0416398793	169.514824870
52.0	93.9415975341	168.198680918
53.0	98.2596886525	166.683764293
54.0	103.045915708	164.931872064
55.0	108.350347902	162.896258533
56.0	114.216966347	160.519932312
57.0	120.672161498	157.734082789
58.0	127.704521861	154.457260848
59.0	135.231527831	150.596593946
60.0	143.049277008	146.053358555
61.0	150.767057318	140.736501478
62.0	157.745704484	134.588166700
63.0	163.090760620	127.622248966
64.0	165.780021023	119.966821552
65.0	164.968998773	111.885531335
66.0	160.366179591	103.747929287
67.0	152.416979770	95.9454719494
68.0	142.127361064	88.7950524837
69.0	130.663040757	82.4837208227
70.0	119.007412332	77.0711681240
71.0	107.821286696	72.5270375862
72.0	97.4637515852	68.7731738489
73.0	88.0774632418	65.7150422130
74.0	79.6739572997	63.2599963650
75.0	72.1960805833	61.3258011010
76.0	65.5569972770	59.8434123199
77.0	59.6620969685	58.7568822217
78.0	54.4201616814	58.0220678140
79.0	49.7483554411	57.6050018623
80.0	45.5738910985	57.4803146358
81.0	41.8340298720	57.6298511636
82.0	38.4753251011	58.0415077546
83.0	35.4525903730	58.7082599194
84.0	32.7278313533	59.6273290296
85.0	30.2692514740	60.7994256523
86.0	28.0503715857	62.2280004610
87.0	26.0492694469	63.9184312913
88.0	24.2479264195	65.8770704558
89.0	22.6316612793	68.1100807630
90.0	21.1886257216	70.6220042455
91.0	19.9093370392	73.4140428850
92.0	18.7862237869	76.4820974658
93.0	17.8131658751	79.8147149683
94.0	16.9850208270	83.3912186832
95.0	16.2971409924	87.1804187010
96.0	15.7449065381	91.1403539061
97.0	15.3233134904	95.2194312573
98.0	15.0266669165	99.3590812653
99.0	14.8484217097	103.497663310
100.0	14.7811928287	107.574895244
