	Frequency [Hz]	Amplitude [m/s2]	Phase Angle [deg]
50.0	2.11981352579	161.906303786
51.0	2.30056260176	160.516964020
52.0	2.50108768585	158.954038645
53.0	2.72425259074	157.185882190
54.0	2.97329590810	155.173834710
55.0	3.25177447345	152.870654290
56.0	3.56339008290	150.218810167
57.0	3.91159893785	147.148904393
58.0	4.29884018849	143.578847812
59.0	4.72514457070	139.415068985
60.0	5.18584850364	134.558080505
61.0	5.66829783752	128.915993011
62.0	6.14809467695	122.430033875
63.0	6.58693267899	115.113091806
64.0	6.93585265483	107.092133891
65.0	7.14718756500	98.6295897370
66.0	7.19233855555	90.0936685630
67.0	7.07427502641	81.8743461964
68.0	6.82481867338	74.2868797055
69.0	6.48949294378	67.5165093459
70.0	6.11169530111	61.6209225223
71.0	5.72415494921	56.5675421727
72.0	5.34763752688	52.2757510983
73.0	4.99332992863	48.6482843764
74.0	4.66598479551	45.5894675891
75.0	4.36651488211	43.0137094953
76.0	4.09376766888	40.8482501672
77.0	3.84561828872	39.0330362853
78.0	3.61959532280	37.5194023090
79.0	3.41321626815	36.2684209290
80.0	3.22415302609	35.2493174320
81.0	3.05030229398	34.4380991087
82.0	2.88980512655	33.8164362306
83.0	2.74104090322	33.3707830609
84.0	2.60260985766	33.0917075113
85.0	2.47331174799	32.9733985469
86.0	2.35212469617	33.0133195135
87.0	2.23818617161	33.2119834538
88.0	2.13077707757	33.5728259977
89.0	2.02930931465	34.1021553087
90.0	1.93331692081	34.8091563494
91.0	1.84245086211	35.7059195331
92.0	1.75647742363	36.8074543782
93.0	1.67528015818	38.1316280794
94.0	1.59886527133	39.6989409796
95.0	1.52737010476	41.5320080829
96.0	1.46107395888	43.6545682597
97.0	1.40040977303	46.0897886033
98.0	1.34597407580	48.8576042121
99.0	1.29853106505	51.9708769085
100.0	1.25900504545	55.4302992460
